Date,EUtranCell,PSData,Users,Vendor,region,PID
2021-10-11,LM0151018F1A,37.16,23.143,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-11,LM0151018F1B,47.93,29.42,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-11,LM0151018F1C,121.09,79.257,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-11,LM0387008F1A,1.62,1.125,Huawei, Royal Hospital (IBS),M0387
2021-10-11,LM0387008F1C,0.98,0.416,Huawei, Royal Hospital (IBS),M0387
2021-10-11,LM0387018F1B,59.66,32.528,Huawei, Royal Hospital (IBS),M0387
2021-10-11,LM1043018F1A,122.38,59.341,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-11,LM1043018F1B,17.76,8.913,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-12,LM0136008F1A,28.88,14.054,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-12,LM0136008F1B,12.75,5.614,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-12,LM0136018F1C,73.22,36.708,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-12,LM0140008F1B,10.87,5.92,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-12,LM0145008F1A,8.88,4.876,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-12,LM0145018F1A,48.05,28.518,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-12,LM0145018F1B,35.94,23.493,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-12,LM0145018F1C,40.85,27.094,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-12,LM0145026F1B,5.28,2.944,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-12,LM0150008F1C,35.68,16.355,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-12,LM0151008F1A,12.61,6.143,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-12,LM0151008F1B,4.13,1.847,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-12,LM0151018F1A,39.42,22.821,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-12,LM0151018F1B,50.26,30.45,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-12,LM0151018F1C,129.67,81.679,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-12,LM0387008F1A,1.94,1.084,Huawei, Royal Hospital (IBS),M0387
2021-10-12,LM0387008F1C,1.49,0.553,Huawei, Royal Hospital (IBS),M0387
2021-10-12,LM0387018F1B,81.01,37.286,Huawei, Royal Hospital (IBS),M0387
2021-10-12,LM1043018F1A,102.8,56.586,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-12,LM1043018F1B,17.46,8.683,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-13,LM0136008F1A,23.07,12.69,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-13,LM0136008F1B,7.54,4.599,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-13,LM0136018F1C,56.52,33.311,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-13,LM0140008F1B,8.62,6.09,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-13,LM0145008F1A,11.73,5.387,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-13,LM0145018F1A,48.16,29.692,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-13,LM0145018F1B,38.71,24.674,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-13,LM0145018F1C,37.91,25.209,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-13,LM0145026F1B,4.21,2.273,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-13,LM0150008F1C,28.47,14.934,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-13,LM0151008F1A,11.74,6.374,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-13,LM0151008F1B,2.79,1.517,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-13,LM0151018F1A,45.98,22.344,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-13,LM0151018F1B,55.0,31.071,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-13,LM0151018F1C,134.75,78.908,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-13,LM0387008F1A,3.53,1.13,Huawei, Royal Hospital (IBS),M0387
2021-10-13,LM0387008F1C,0.94,0.26,Huawei, Royal Hospital (IBS),M0387
2021-10-13,LM0387018F1B,71.34,34.831,Huawei, Royal Hospital (IBS),M0387
2021-10-13,LM1043018F1A,136.59,69.419,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-13,LM1043018F1B,25.07,10.812,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-14,LM0136008F1A,16.69,6.83,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-14,LM0136008F1B,9.18,4.166,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-14,LM0136018F1C,29.64,16.979,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-14,LM0140008F1B,6.91,4.652,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-14,LM0145008F1A,7.51,3.283,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-14,LM0145018F1A,22.98,14.105,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-14,LM0145018F1B,28.47,15.995,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-14,LM0145018F1C,17.74,11.907,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-14,LM0145026F1B,1.71,1.17,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-14,LM0150008F1C,27.04,14.194,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-14,LM0151008F1A,7.69,3.841,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-14,LM0151008F1B,1.36,1.101,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-14,LM0151018F1A,25.08,16.223,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-14,LM0151018F1B,26.95,17.073,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-14,LM0151018F1C,94.97,57.929,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-14,LM0387008F1A,2.89,1.047,Huawei, Royal Hospital (IBS),M0387
2021-10-14,LM0387008F1C,0.43,0.222,Huawei, Royal Hospital (IBS),M0387
2021-10-14,LM0387018F1B,60.72,31.542,Huawei, Royal Hospital (IBS),M0387
2021-10-14,LM1043018F1A,92.22,45.223,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-14,LM1043018F1B,20.42,8.733,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-15,LM0136008F1A,6.03,2.045,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-15,LM0136008F1B,9.46,3.465,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-15,LM0136018F1C,7.52,6.536,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-15,LM0140008F1B,1.53,0.827,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-15,LM0145008F1A,0.88,0.32,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-15,LM0145018F1A,0.85,0.642,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-15,LM0145018F1B,5.67,4.923,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-15,LM0145018F1C,1.46,1.314,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-15,LM0145026F1B,0.88,0.53,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-15,LM0150008F1C,11.48,3.911,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-15,LM0151008F1A,3.5,2.235,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-15,LM0151008F1B,0.38,0.122,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-15,LM0151018F1A,14.53,8.986,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-15,LM0151018F1B,5.66,2.6,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-15,LM0151018F1C,43.2,26.576,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-15,LM0387008F1A,1.65,0.802,Huawei, Royal Hospital (IBS),M0387
2021-10-15,LM0387008F1C,0.02,0.03,Huawei, Royal Hospital (IBS),M0387
2021-10-15,LM0387018F1B,35.49,17.044,Huawei, Royal Hospital (IBS),M0387
2021-10-15,LM1043018F1A,33.67,16.906,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-15,LM1043018F1B,5.24,1.505,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-16,LM0136008F1A,6.67,2.351,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-16,LM0136008F1B,5.92,2.841,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-16,LM0136018F1C,10.19,6.545,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-16,LM0140008F1B,3.3,1.895,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-16,LM0145008F1A,0.64,0.238,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-16,LM0145018F1A,2.31,1.208,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-16,LM0145018F1B,9.66,5.309,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-16,LM0145018F1C,1.53,1.464,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-16,LM0145026F1B,1.88,0.391,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-16,LM0150008F1C,9.35,4.946,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-16,LM0151008F1A,5.08,3.348,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-16,LM0151008F1B,0.46,0.315,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-16,LM0151018F1A,23.72,13.385,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-16,LM0151018F1B,4.86,3.344,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-16,LM0151018F1C,52.85,36.665,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-16,LM0387008F1A,2.91,0.661,Huawei, Royal Hospital (IBS),M0387
2021-10-16,LM0387008F1C,0.21,0.069,Huawei, Royal Hospital (IBS),M0387
2021-10-16,LM0387018F1B,38.75,18.134,Huawei, Royal Hospital (IBS),M0387
2021-10-16,LM1043018F1A,36.28,17.181,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-16,LM1043018F1B,7.78,1.964,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-17,LM0136008F1A,25.16,14.585,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-17,LM0136008F1B,12.31,5.501,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-17,LM0136018F1C,62.08,36.821,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-17,LM0140008F1B,11.6,6.588,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-17,LM0145008F1A,10.32,5.117,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-17,LM0145018F1A,48.61,34.872,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-17,LM0145018F1B,35.37,24.908,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-17,LM0145018F1C,34.64,26.853,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-17,LM0145026F1B,2.41,1.391,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-17,LM0150008F1C,27.43,15.342,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-17,LM0151008F1A,9.22,5.517,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-17,LM0151008F1B,3.34,1.843,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-17,LM0151018F1A,41.78,23.637,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-17,LM0151018F1B,49.62,32.129,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-17,LM0151018F1C,122.77,81.909,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-17,LM0387008F1A,2.2,0.955,Huawei, Royal Hospital (IBS),M0387
2021-10-17,LM0387008F1C,0.38,0.286,Huawei, Royal Hospital (IBS),M0387
2021-10-17,LM0387018F1B,59.97,32.98,Huawei, Royal Hospital (IBS),M0387
2021-10-17,LM1043018F1A,116.92,57.608,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-17,LM1043018F1B,15.53,7.808,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-18,LM0136008F1A,23.39,13.155,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-18,LM0136008F1B,14.62,5.352,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-18,LM0136018F1C,60.42,34.54,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-18,LM0140008F1B,9.61,5.865,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-18,LM0145008F1A,11.36,5.305,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-18,LM0145018F1A,50.22,31.305,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-18,LM0145018F1B,37.41,25.009,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-18,LM0145018F1C,29.94,23.526,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-18,LM0145026F1B,3.8,1.699,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-18,LM0150008F1C,25.7,14.373,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-18,LM0151008F1A,10.12,5.791,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-18,LM0151008F1B,3.19,2.196,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-18,LM0151018F1A,34.53,20.841,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-18,LM0151018F1B,40.98,29.757,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-18,LM0151018F1C,116.7,80.507,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-18,LM0387008F1A,2.64,2.428,Huawei, Royal Hospital (IBS),M0387
2021-10-18,LM0387008F1C,1.01,0.361,Huawei, Royal Hospital (IBS),M0387
2021-10-18,LM0387018F1B,61.07,32.721,Huawei, Royal Hospital (IBS),M0387
2021-10-18,LM1043018F1A,103.27,52.951,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-18,LM1043018F1B,17.54,8.394,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-19,LM0136008F1A,6.89,3.65,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-19,LM0136008F1B,6.58,3.398,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-19,LM0136018F1C,11.41,8.408,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-19,LM0140008F1B,6.25,2.725,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-19,LM0145008F1A,1.29,0.392,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-19,LM0145018F1A,2.91,1.665,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-19,LM0145018F1B,23.93,6.405,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-19,LM0145018F1C,2.1,2.028,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-19,LM0145026F1B,4.38,0.92,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-19,LM0150008F1C,12.17,5.954,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-19,LM0151008F1A,7.22,3.875,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-19,LM0151008F1B,0.14,0.208,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-19,LM0151018F1A,26.99,16.112,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-19,LM0151018F1B,6.7,3.897,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-19,LM0151018F1C,84.21,49.928,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-19,LM0387008F1A,0.96,0.378,Huawei, Royal Hospital (IBS),M0387
2021-10-19,LM0387008F1C,0.42,0.357,Huawei, Royal Hospital (IBS),M0387
2021-10-19,LM0387018F1B,43.26,22.095,Huawei, Royal Hospital (IBS),M0387
2021-10-19,LM1043018F1A,43.19,19.706,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-19,LM1043018F1B,9.2,2.709,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-20,LM0136008F1A,19.09,12.581,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-20,LM0136008F1B,9.01,4.647,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-20,LM0136018F1C,55.95,31.147,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-20,LM0140008F1B,7.93,5.705,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-20,LM0145008F1A,8.68,4.178,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-20,LM0145018F1A,43.59,29.082,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-20,LM0145018F1B,29.56,20.757,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-20,LM0145018F1C,26.47,20.357,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-20,LM0145026F1B,6.96,1.593,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-20,LM0150008F1C,22.14,13.127,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-20,LM0151008F1A,8.35,4.583,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-20,LM0151008F1B,4.3,2.232,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-20,LM0151018F1A,30.24,20.034,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-20,LM0151018F1B,45.43,30.285,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-20,LM0151018F1C,108.15,70.472,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-20,LM0387008F1A,1.93,1.027,Huawei, Royal Hospital (IBS),M0387
2021-10-20,LM0387008F1C,0.93,0.446,Huawei, Royal Hospital (IBS),M0387
2021-10-20,LM0387018F1B,64.67,34.946,Huawei, Royal Hospital (IBS),M0387
2021-10-20,LM1043018F1A,105.16,53.301,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-20,LM1043018F1B,23.4,7.928,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-21,LM0136008F1A,14.75,9.253,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-21,LM0136008F1B,6.47,3.587,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-21,LM0136018F1C,34.5,22.984,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-21,LM0140008F1B,6.37,4.663,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-21,LM0145008F1A,5.24,3.033,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-21,LM0145018F1A,23.26,14.976,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-21,LM0145018F1B,27.1,15.591,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-21,LM0145018F1C,13.41,11.012,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-21,LM0145026F1B,5.97,1.583,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-21,LM0150008F1C,28.94,11.379,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-21,LM0151008F1A,4.97,3.009,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-21,LM0151008F1B,1.98,1.267,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-21,LM0151018F1A,28.28,16.073,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-21,LM0151018F1B,31.68,19.166,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-21,LM0151018F1C,97.23,55.047,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-21,LM0387008F1A,1.61,0.88,Huawei, Royal Hospital (IBS),M0387
2021-10-21,LM0387008F1C,2.41,0.383,Huawei, Royal Hospital (IBS),M0387
2021-10-21,LM0387018F1B,58.82,32.761,Huawei, Royal Hospital (IBS),M0387
2021-10-21,LM1043018F1A,80.54,45.362,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-21,LM1043018F1B,18.59,8.081,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-22,LM0136008F1A,5.95,3.096,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-22,LM0136008F1B,4.23,2.337,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-22,LM0136018F1C,7.96,7.67,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-22,LM0140008F1B,1.4,0.884,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-22,LM0145008F1A,0.57,0.118,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-22,LM0145018F1A,0.89,0.58,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-22,LM0145018F1B,13.29,3.832,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-22,LM0145018F1C,1.08,0.886,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-22,LM0145026F1B,8.24,2.047,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-22,LM0150008F1C,6.61,3.144,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-22,LM0151008F1A,3.02,1.785,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-22,LM0151008F1B,0.01,0.018,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-22,LM0151018F1A,14.93,7.754,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-22,LM0151018F1B,3.36,2.285,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-22,LM0151018F1C,44.03,26.023,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-22,LM0387008F1A,0.93,0.463,Huawei, Royal Hospital (IBS),M0387
2021-10-22,LM0387008F1C,1.82,0.327,Huawei, Royal Hospital (IBS),M0387
2021-10-22,LM0387018F1B,25.28,13.996,Huawei, Royal Hospital (IBS),M0387
2021-10-22,LM1043018F1A,37.22,16.783,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-22,LM1043018F1B,5.85,1.554,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-23,LM0136008F1A,7.96,2.465,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-23,LM0136008F1B,7.05,2.899,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-23,LM0136018F1C,10.93,8.211,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-23,LM0140008F1B,2.73,1.765,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-23,LM0145008F1A,0.41,0.137,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-23,LM0145018F1A,1.64,0.978,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-23,LM0145018F1B,19.58,5.093,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-23,LM0145018F1C,1.92,1.369,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-23,LM0145026F1B,7.49,1.723,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-23,LM0150008F1C,5.43,3.926,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-23,LM0151008F1A,5.83,2.643,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-23,LM0151008F1B,0.09,0.125,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-23,LM0151018F1A,20.08,11.973,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-23,LM0151018F1B,6.3,3.522,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-23,LM0151018F1C,47.96,34.71,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-23,LM0387008F1A,1.18,0.59,Huawei, Royal Hospital (IBS),M0387
2021-10-23,LM0387008F1C,3.96,0.373,Huawei, Royal Hospital (IBS),M0387
2021-10-23,LM0387018F1B,25.43,13.731,Huawei, Royal Hospital (IBS),M0387
2021-10-23,LM1043018F1A,38.76,16.021,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-23,LM1043018F1B,4.91,1.599,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-24,LM0136008F1A,26.93,14.156,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-24,LM0136008F1B,8.46,4.419,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-24,LM0136018F1C,56.33,35.243,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-24,LM0140008F1B,7.49,5.372,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-24,LM0145008F1A,8.85,4.981,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-24,LM0145018F1A,39.03,29.123,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-24,LM0145018F1B,27.59,21.338,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-24,LM0145018F1C,32.94,23.114,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-24,LM0145026F1B,2.66,1.505,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-24,LM0150008F1C,20.35,12.208,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-24,LM0151008F1A,7.76,4.83,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-24,LM0151008F1B,4.0,2.146,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-24,LM0151018F1A,36.33,20.931,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-24,LM0151018F1B,48.87,30.058,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-24,LM0151018F1C,107.12,72.283,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-24,LM0387008F1A,1.58,1.105,Huawei, Royal Hospital (IBS),M0387
2021-10-24,LM0387008F1C,1.11,0.322,Huawei, Royal Hospital (IBS),M0387
2021-10-24,LM0387018F1B,58.14,30.641,Huawei, Royal Hospital (IBS),M0387
2021-10-24,LM1043018F1A,95.32,50.921,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-24,LM1043018F1B,16.63,8.397,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-25,LM0136008F1A,21.58,13.85,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-25,LM0136008F1B,7.05,4.435,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-25,LM0136018F1C,63.47,34.177,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-25,LM0140008F1B,8.28,6.516,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-25,LM0145008F1A,8.35,4.61,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-25,LM0145018F1A,47.33,31.619,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-25,LM0145018F1B,30.23,21.522,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-25,LM0145018F1C,30.33,23.566,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-25,LM0145026F1B,3.44,2.379,Huawei,SQU (Sultan Qaboos University),M0145
2021-10-25,LM0150008F1C,22.76,12.8,Huawei,SQU (Sultan Qaboos University),M0150
2021-10-25,LM0151008F1A,6.0,4.541,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-25,LM0151008F1B,2.49,2.056,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-25,LM0151018F1A,32.51,20.364,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-25,LM0151018F1B,50.0,31.345,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-25,LM0151018F1C,112.12,67.891,Huawei,SQU (Sultan Qaboos University),M0151
2021-10-25,LM0387008F1A,2.66,1.296,Huawei, Royal Hospital (IBS),M0387
2021-10-25,LM0387008F1C,3.42,0.56,Huawei, Royal Hospital (IBS),M0387
2021-10-25,LM0387018F1B,52.53,30.057,Huawei, Royal Hospital (IBS),M0387
2021-10-25,LM1043018F1A,107.35,55.091,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-25,LM1043018F1B,19.69,8.48,Huawei,SQU (Sultan Qaboos University),M1043
2021-10-26,LM0136008F1A,21.73,13.452,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-26,LM0136008F1B,10.35,5.013,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-26,LM0136018F1C,55.07,34.664,Huawei,SQU (Sultan Qaboos University),M0136
2021-10-26,LM0140008F1B,8.18,5.327,Huawei,SQU (Sultan Qaboos University),M0140
2021-10-26,LM0145008F1A,10.13,4.949,Huawei,SQU (Sultan Qaboos University),M0145
