Date,EUtranCell,PSData,Users,Vendor,region,PID
2019-01-07,LS00370L18F1C,0.8,50.3833,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-07,LS00400L18F1B,0.0,4.1497,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-07,LS00400L18F1C,0.0,8.2416,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-07,LS00410L18F1C,0.24,15.4887,Ericsson,Jaalan Bani Bu Ali,S0041
2019-01-07,LS00460L8F1B,0.0,5.3017,Ericsson,Jaalan Bani Bu Ali,S0046
2019-01-07,LS00560L18F1A,0.28,22.4526,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-07,LS00560L18F1C,0.29,26.9552,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-07,LS00570L18F1B,0.16,13.7958,Ericsson,Jaalan Bani Bu Hassan,S0057
2019-01-07,LS00580L18F1A,0.27,19.2021,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-07,LS00580L18F1B,0.2,15.0784,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-07,LS00610L18F1B,0.16,13.3469,Ericsson,Jaalan Bani Bu Hassan,S0061
2019-01-07,LS00630L18F1A,0.0,29.3071,Ericsson,Jaalan Bani Bu Hassan,S0063
2019-01-08,LD01810L18F1B,0.01,0.7369,Ericsson,Salalah Festival Area,D0181
2019-01-08,LD01810L26F1C,0.0,0.5642,Ericsson,Salalah Festival Area,D0181
2019-01-08,LD01810L8F1B,0.0,0.0426,Ericsson,Salalah Festival Area,D0181
2019-01-08,LD01870L18F1A,0.01,0.7516,Ericsson,Salalah Festival Area,D0187
2019-01-08,LD01870L26F1C,0.04,3.1874,Ericsson,Salalah Festival Area,D0187
2019-01-08,LD01870L8F1A,0.0,0.0514,Ericsson,Salalah Festival Area,D0187
2019-01-08,LD01890L18F1A,0.11,4.9104,Ericsson,Salalah Festival Area,D0189
2019-01-08,LD01890L18F1C,0.01,0.7182,Ericsson,Salalah Festival Area,D0189
2019-01-08,LD02150L18F1A,0.19,4.9161,Ericsson,Salalah Ittin,D0215
2019-01-08,LD02150L18F1B,0.33,19.1896,Ericsson,Salalah Ittin,D0215
2019-01-08,LD02240L18F1A,0.33,12.8211,Ericsson,Salalah Ittin,D0224
2019-01-08,LD02240L18F1B,0.13,6.3066,Ericsson,Salalah Ittin,D0224
2019-01-08,LD02240L8F1A,0.06,4.6912,Ericsson,Salalah Ittin,D0224
2019-01-08,LD07130L18F1A,0.04,1.6269,Ericsson,Salalah Ittin,D0713
2019-01-08,LD07130L18F1C,0.03,1.9828,Ericsson,Salalah Ittin,D0713
2019-01-08,LK01620L18F1B,0.12,11.1597,Ericsson,Nizwa Souq,K0162
2019-01-08,LK01640L18F1A,0.27,25.9788,Ericsson,Nizwa Souq,K0164
2019-01-08,LK01640L18F1B,0.13,13.5994,Ericsson,Nizwa Souq,K0164
2019-01-08,LK01640L18F1C,0.23,22.633,Ericsson,Nizwa Souq,K0164
2019-01-08,LK04310L21F1A,0.0,3.3891,Ericsson,Nizwa Souq,K0431
2019-01-08,LS00070L8F1C,0.22,13.8809,Ericsson,Jaalan Bani Bu Hassan,S0007
2019-01-08,LS00370L18F1A,0.25,19.8095,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-08,LS00370L18F1B,0.48,28.6537,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-08,LS00370L18F1C,0.8,51.7278,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-08,LS00400L18F1B,0.0,4.2839,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-08,LS00400L18F1C,0.0,8.3906,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-08,LS00410L18F1C,0.18,14.7915,Ericsson,Jaalan Bani Bu Ali,S0041
2019-01-08,LS00460L8F1B,0.0,3.9087,Ericsson,Jaalan Bani Bu Ali,S0046
2019-01-08,LS00560L18F1A,0.25,21.1856,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-08,LS00560L18F1C,0.3,27.2273,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-08,LS00570L18F1B,0.17,13.3132,Ericsson,Jaalan Bani Bu Hassan,S0057
2019-01-08,LS00580L18F1A,0.32,20.7833,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-08,LS00580L18F1B,0.2,15.4775,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-08,LS00610L18F1B,0.11,11.2121,Ericsson,Jaalan Bani Bu Hassan,S0061
2019-01-08,LS00630L18F1A,0.0,30.1606,Ericsson,Jaalan Bani Bu Hassan,S0063
2019-01-09,LD01810L18F1B,0.0,0.6487,Ericsson,Salalah Festival Area,D0181
2019-01-09,LD01810L26F1C,0.0,0.5933,Ericsson,Salalah Festival Area,D0181
2019-01-09,LD01810L8F1B,0.0,0.0491,Ericsson,Salalah Festival Area,D0181
2019-01-09,LD01870L18F1A,0.02,0.8982,Ericsson,Salalah Festival Area,D0187
2019-01-09,LD01870L26F1C,0.03,2.7624,Ericsson,Salalah Festival Area,D0187
2019-01-09,LD01870L8F1A,0.0,0.0716,Ericsson,Salalah Festival Area,D0187
2019-01-09,LD01890L18F1A,0.1,4.7432,Ericsson,Salalah Festival Area,D0189
2019-01-09,LD01890L18F1C,0.02,0.9083,Ericsson,Salalah Festival Area,D0189
2019-01-09,LD02150L18F1A,0.06,3.9411,Ericsson,Salalah Ittin,D0215
2019-01-09,LD02150L18F1B,0.3,17.944,Ericsson,Salalah Ittin,D0215
2019-01-09,LD02240L18F1A,0.35,13.1398,Ericsson,Salalah Ittin,D0224
2019-01-09,LD02240L18F1B,0.17,6.7238,Ericsson,Salalah Ittin,D0224
2019-01-09,LD02240L8F1A,0.06,4.3458,Ericsson,Salalah Ittin,D0224
2019-01-09,LD07130L18F1A,0.03,1.6172,Ericsson,Salalah Ittin,D0713
2019-01-09,LD07130L18F1C,0.04,2.1389,Ericsson,Salalah Ittin,D0713
2019-01-09,LK01620L18F1B,0.15,12.7141,Ericsson,Nizwa Souq,K0162
2019-01-09,LK01640L18F1A,0.35,25.5392,Ericsson,Nizwa Souq,K0164
2019-01-09,LK01640L18F1B,0.18,14.2327,Ericsson,Nizwa Souq,K0164
2019-01-09,LK01640L18F1C,0.23,22.6294,Ericsson,Nizwa Souq,K0164
2019-01-09,LK04310L21F1A,0.0,3.4186,Ericsson,Nizwa Souq,K0431
2019-01-09,LS00070L8F1C,0.27,16.362,Ericsson,Jaalan Bani Bu Hassan,S0007
2019-01-09,LS00370L18F1A,0.25,20.9585,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-09,LS00370L18F1B,0.47,32.0482,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-09,LS00370L18F1C,0.77,51.2274,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-09,LS00400L18F1B,0.0,5.3815,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-09,LS00400L18F1C,0.0,8.1374,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-09,LS00410L18F1C,0.17,13.7514,Ericsson,Jaalan Bani Bu Ali,S0041
2019-01-09,LS00460L8F1B,0.03,4.4886,Ericsson,Jaalan Bani Bu Ali,S0046
2019-01-09,LS00560L18F1A,0.26,22.3372,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-09,LS00560L18F1C,0.26,26.3085,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-09,LS00570L18F1B,0.17,15.3582,Ericsson,Jaalan Bani Bu Hassan,S0057
2019-01-09,LS00580L18F1A,0.31,20.9863,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-09,LS00580L18F1B,0.2,14.8998,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-09,LS00610L18F1B,0.17,12.682,Ericsson,Jaalan Bani Bu Hassan,S0061
2019-01-09,LS00630L18F1A,0.0,29.6591,Ericsson,Jaalan Bani Bu Hassan,S0063
2019-01-10,LD01810L18F1B,0.01,0.7303,Ericsson,Salalah Festival Area,D0181
2019-01-10,LD01810L26F1C,0.0,0.6417,Ericsson,Salalah Festival Area,D0181
2019-01-10,LD01810L8F1B,0.0,0.0721,Ericsson,Salalah Festival Area,D0181
2019-01-10,LD01870L18F1A,0.01,0.9069,Ericsson,Salalah Festival Area,D0187
2019-01-10,LD01870L26F1C,0.04,2.5362,Ericsson,Salalah Festival Area,D0187
2019-01-10,LD01870L8F1A,0.0,0.0389,Ericsson,Salalah Festival Area,D0187
2019-01-10,LD01890L18F1A,0.1,5.7161,Ericsson,Salalah Festival Area,D0189
2019-01-10,LD01890L18F1C,0.01,0.788,Ericsson,Salalah Festival Area,D0189
2019-01-10,LD02150L18F1A,0.07,5.7922,Ericsson,Salalah Ittin,D0215
2019-01-10,LD02150L18F1B,0.27,21.1444,Ericsson,Salalah Ittin,D0215
2019-01-10,LD02240L18F1A,0.32,14.5881,Ericsson,Salalah Ittin,D0224
2019-01-10,LD02240L18F1B,0.25,11.2165,Ericsson,Salalah Ittin,D0224
2019-01-10,LD02240L8F1A,0.07,6.2082,Ericsson,Salalah Ittin,D0224
2019-01-10,LD07130L18F1A,0.02,1.762,Ericsson,Salalah Ittin,D0713
2019-01-10,LD07130L18F1C,0.03,2.0503,Ericsson,Salalah Ittin,D0713
2019-01-10,LK01620L18F1B,0.13,11.5564,Ericsson,Nizwa Souq,K0162
2019-01-10,LK01640L18F1A,0.27,29.6607,Ericsson,Nizwa Souq,K0164
2019-01-10,LK01640L18F1B,0.15,15.9399,Ericsson,Nizwa Souq,K0164
2019-01-10,LK01640L18F1C,0.29,27.5694,Ericsson,Nizwa Souq,K0164
2019-01-10,LK04310L21F1A,0.05,4.1803,Ericsson,Nizwa Souq,K0431
2019-01-10,LS00070L8F1C,0.29,17.678,Ericsson,Jaalan Bani Bu Hassan,S0007
2019-01-10,LS00370L18F1A,0.27,22.3316,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-10,LS00370L18F1B,0.46,29.4789,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-10,LS00370L18F1C,0.77,53.3841,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-10,LS00400L18F1B,0.11,5.9525,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-10,LS00400L18F1C,0.19,8.9294,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-10,LS00410L18F1C,0.17,14.8293,Ericsson,Jaalan Bani Bu Ali,S0041
2019-01-10,LS00460L8F1B,0.11,6.5494,Ericsson,Jaalan Bani Bu Ali,S0046
2019-01-10,LS00560L18F1A,0.25,23.9256,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-10,LS00560L18F1C,0.3,26.5643,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-10,LS00570L18F1B,0.2,16.3996,Ericsson,Jaalan Bani Bu Hassan,S0057
2019-01-10,LS00580L18F1A,0.36,26.5971,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-10,LS00580L18F1B,0.21,15.751,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-10,LS00610L18F1B,0.17,13.0109,Ericsson,Jaalan Bani Bu Hassan,S0061
2019-01-10,LS00630L18F1A,0.49,33.4537,Ericsson,Jaalan Bani Bu Hassan,S0063
2019-01-11,LD01810L18F1B,0.0,0.4685,Ericsson,Salalah Festival Area,D0181
2019-01-11,LD01810L26F1C,0.01,0.7095,Ericsson,Salalah Festival Area,D0181
2019-01-11,LD01810L8F1B,0.0,0.0219,Ericsson,Salalah Festival Area,D0181
2019-01-11,LD01870L18F1A,0.02,1.0264,Ericsson,Salalah Festival Area,D0187
2019-01-11,LD01870L26F1C,0.03,2.5591,Ericsson,Salalah Festival Area,D0187
2019-01-11,LD01870L8F1A,0.0,0.0626,Ericsson,Salalah Festival Area,D0187
2019-01-11,LD01890L18F1A,0.12,6.273,Ericsson,Salalah Festival Area,D0189
2019-01-11,LD01890L18F1C,0.01,0.65,Ericsson,Salalah Festival Area,D0189
2019-01-11,LD02150L18F1A,0.15,10.2968,Ericsson,Salalah Ittin,D0215
2019-01-11,LD02150L18F1B,0.43,24.3502,Ericsson,Salalah Ittin,D0215
2019-01-11,LD02240L18F1A,0.51,18.7181,Ericsson,Salalah Ittin,D0224
2019-01-11,LD02240L18F1B,0.4,16.3373,Ericsson,Salalah Ittin,D0224
2019-01-11,LD02240L8F1A,0.12,8.0842,Ericsson,Salalah Ittin,D0224
2019-01-11,LD07130L18F1A,0.06,2.4222,Ericsson,Salalah Ittin,D0713
2019-01-11,LD07130L18F1C,0.04,2.5315,Ericsson,Salalah Ittin,D0713
2019-01-11,LK01620L18F1B,0.17,12.2764,Ericsson,Nizwa Souq,K0162
2019-01-11,LK01640L18F1A,0.45,41.7222,Ericsson,Nizwa Souq,K0164
2019-01-11,LK01640L18F1B,0.21,17.9295,Ericsson,Nizwa Souq,K0164
2019-01-11,LK01640L18F1C,0.45,43.9834,Ericsson,Nizwa Souq,K0164
2019-01-11,LK04310L21F1A,0.07,5.5372,Ericsson,Nizwa Souq,K0431
2019-01-11,LS00070L8F1C,0.34,18.7453,Ericsson,Jaalan Bani Bu Hassan,S0007
2019-01-11,LS00370L18F1A,0.26,22.0306,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-11,LS00370L18F1B,0.56,31.7943,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-11,LS00370L18F1C,0.82,51.6664,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-11,LS00400L18F1B,0.12,5.5182,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-11,LS00400L18F1C,0.19,8.8232,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-11,LS00410L18F1C,0.22,17.2565,Ericsson,Jaalan Bani Bu Ali,S0041
2019-01-11,LS00460L8F1B,0.1,7.5606,Ericsson,Jaalan Bani Bu Ali,S0046
2019-01-11,LS00560L18F1A,0.34,26.5529,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-11,LS00560L18F1C,0.39,30.2285,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-11,LS00570L18F1B,0.24,17.5672,Ericsson,Jaalan Bani Bu Hassan,S0057
2019-01-11,LS00580L18F1A,0.44,26.7628,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-11,LS00580L18F1B,0.19,15.2068,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-11,LS00610L18F1B,0.14,10.3759,Ericsson,Jaalan Bani Bu Hassan,S0061
2019-01-11,LS00630L18F1A,0.46,34.3861,Ericsson,Jaalan Bani Bu Hassan,S0063
2019-01-12,LD01810L18F1B,0.01,0.5792,Ericsson,Salalah Festival Area,D0181
2019-01-12,LD01810L26F1C,0.02,0.6014,Ericsson,Salalah Festival Area,D0181
2019-01-12,LD01810L8F1B,0.0,0.0225,Ericsson,Salalah Festival Area,D0181
2019-01-12,LD01870L18F1A,0.02,0.859,Ericsson,Salalah Festival Area,D0187
2019-01-12,LD01870L26F1C,0.06,2.86,Ericsson,Salalah Festival Area,D0187
2019-01-12,LD01870L8F1A,0.0,0.0685,Ericsson,Salalah Festival Area,D0187
2019-01-12,LD01890L18F1A,0.12,5.9082,Ericsson,Salalah Festival Area,D0189
2019-01-12,LD01890L18F1C,0.01,0.7004,Ericsson,Salalah Festival Area,D0189
2019-01-12,LD02150L18F1A,0.1,6.1523,Ericsson,Salalah Ittin,D0215
2019-01-12,LD02150L18F1B,0.25,15.8853,Ericsson,Salalah Ittin,D0215
2019-01-12,LD02240L18F1A,0.37,13.6253,Ericsson,Salalah Ittin,D0224
2019-01-12,LD02240L18F1B,0.22,8.6048,Ericsson,Salalah Ittin,D0224
2019-01-12,LD02240L8F1A,0.08,4.8797,Ericsson,Salalah Ittin,D0224
2019-01-12,LD07130L18F1A,0.02,1.358,Ericsson,Salalah Ittin,D0713
2019-01-12,LD07130L18F1C,0.03,2.1403,Ericsson,Salalah Ittin,D0713
2019-01-12,LK01620L18F1B,0.15,13.6995,Ericsson,Nizwa Souq,K0162
2019-01-12,LK01640L18F1A,0.28,28.5862,Ericsson,Nizwa Souq,K0164
2019-01-12,LK01640L18F1B,0.2,15.7402,Ericsson,Nizwa Souq,K0164
2019-01-12,LK01640L18F1C,0.27,25.8201,Ericsson,Nizwa Souq,K0164
2019-01-12,LK04310L21F1A,0.08,6.0972,Ericsson,Nizwa Souq,K0431
2019-01-12,LS00070L8F1C,0.28,16.2484,Ericsson,Jaalan Bani Bu Hassan,S0007
2019-01-12,LS00370L18F1A,0.26,20.0887,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-12,LS00370L18F1B,0.55,32.1731,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-12,LS00370L18F1C,0.85,53.1896,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-12,LS00400L18F1B,0.11,5.756,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-12,LS00400L18F1C,0.22,9.1516,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-12,LS00410L18F1C,0.24,16.9223,Ericsson,Jaalan Bani Bu Ali,S0041
2019-01-12,LS00460L8F1B,0.1,6.4874,Ericsson,Jaalan Bani Bu Ali,S0046
2019-01-12,LS00560L18F1A,0.33,25.7331,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-12,LS00560L18F1C,0.34,28.1657,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-12,LS00570L18F1B,0.32,16.8795,Ericsson,Jaalan Bani Bu Hassan,S0057
2019-01-12,LS00580L18F1A,0.36,22.245,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-12,LS00580L18F1B,0.17,12.965,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-12,LS00610L18F1B,0.11,9.8781,Ericsson,Jaalan Bani Bu Hassan,S0061
2019-01-12,LS00630L18F1A,0.59,35.4363,Ericsson,Jaalan Bani Bu Hassan,S0063
2019-01-13,LD01810L18F1B,0.01,0.7795,Ericsson,Salalah Festival Area,D0181
2019-01-13,LD01810L26F1C,0.01,0.6365,Ericsson,Salalah Festival Area,D0181
2019-01-13,LD01810L8F1B,0.0,0.0612,Ericsson,Salalah Festival Area,D0181
2019-01-13,LD01870L18F1A,0.01,0.701,Ericsson,Salalah Festival Area,D0187
2019-01-13,LD01870L26F1C,0.04,2.8463,Ericsson,Salalah Festival Area,D0187
2019-01-13,LD01870L8F1A,0.0,0.04,Ericsson,Salalah Festival Area,D0187
2019-01-13,LD01890L18F1A,0.11,5.6615,Ericsson,Salalah Festival Area,D0189
2019-01-13,LD01890L18F1C,0.01,0.7186,Ericsson,Salalah Festival Area,D0189
2019-01-13,LD02150L18F1A,0.05,3.0652,Ericsson,Salalah Ittin,D0215
2019-01-13,LD02150L18F1B,0.24,15.01,Ericsson,Salalah Ittin,D0215
2019-01-13,LD02240L18F1A,0.31,12.0957,Ericsson,Salalah Ittin,D0224
2019-01-13,LD02240L18F1B,0.13,5.1931,Ericsson,Salalah Ittin,D0224
2019-01-13,LD02240L8F1A,0.05,3.9781,Ericsson,Salalah Ittin,D0224
2019-01-13,LD07130L18F1A,0.03,1.3753,Ericsson,Salalah Ittin,D0713
2019-01-13,LD07130L18F1C,0.04,2.3894,Ericsson,Salalah Ittin,D0713
2019-01-13,LK01620L18F1B,0.14,12.5262,Ericsson,Nizwa Souq,K0162
2019-01-13,LK01640L18F1A,0.27,25.2245,Ericsson,Nizwa Souq,K0164
2019-01-13,LK01640L18F1B,0.14,13.6953,Ericsson,Nizwa Souq,K0164
2019-01-13,LK01640L18F1C,0.25,20.8439,Ericsson,Nizwa Souq,K0164
2019-01-13,LK04310L21F1A,0.06,4.8354,Ericsson,Nizwa Souq,K0431
2019-01-13,LS00070L8F1C,0.27,14.9429,Ericsson,Jaalan Bani Bu Hassan,S0007
2019-01-13,LS00370L18F1A,0.23,15.8747,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-13,LS00370L18F1B,0.44,27.615,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-13,LS00370L18F1C,0.76,48.8028,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-13,LS00400L18F1B,0.08,4.6338,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-13,LS00400L18F1C,0.2,9.2109,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-13,LS00410L18F1C,0.22,14.7965,Ericsson,Jaalan Bani Bu Ali,S0041
2019-01-13,LS00460L8F1B,0.09,6.1602,Ericsson,Jaalan Bani Bu Ali,S0046
2019-01-13,LS00560L18F1A,0.29,23.9801,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-13,LS00560L18F1C,0.3,24.2276,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-13,LS00570L18F1B,0.21,15.8609,Ericsson,Jaalan Bani Bu Hassan,S0057
2019-01-13,LS00580L18F1A,0.27,19.5006,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-13,LS00580L18F1B,0.16,13.9995,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-13,LS00610L18F1B,0.14,13.2139,Ericsson,Jaalan Bani Bu Hassan,S0061
2019-01-13,LS00630L18F1A,0.42,29.7921,Ericsson,Jaalan Bani Bu Hassan,S0063
2019-01-14,LD01810L18F1B,0.01,0.6811,Ericsson,Salalah Festival Area,D0181
2019-01-14,LD01810L26F1C,0.01,0.4957,Ericsson,Salalah Festival Area,D0181
2019-01-14,LD01810L8F1B,0.0,0.048,Ericsson,Salalah Festival Area,D0181
2019-01-14,LD01870L18F1A,0.01,0.8025,Ericsson,Salalah Festival Area,D0187
2019-01-14,LD01870L26F1C,0.03,2.6269,Ericsson,Salalah Festival Area,D0187
2019-01-14,LD01870L8F1A,0.0,0.053,Ericsson,Salalah Festival Area,D0187
2019-01-14,LD01890L18F1A,0.08,5.1453,Ericsson,Salalah Festival Area,D0189
2019-01-14,LD01890L18F1C,0.01,0.7491,Ericsson,Salalah Festival Area,D0189
2019-01-14,LD02150L18F1A,0.09,4.1538,Ericsson,Salalah Ittin,D0215
2019-01-14,LD02150L18F1B,0.29,17.6839,Ericsson,Salalah Ittin,D0215
2019-01-14,LD02240L18F1A,0.32,12.1676,Ericsson,Salalah Ittin,D0224
2019-01-14,LD02240L18F1B,0.15,6.8149,Ericsson,Salalah Ittin,D0224
2019-01-14,LD02240L8F1A,0.06,4.3199,Ericsson,Salalah Ittin,D0224
2019-01-14,LD07130L18F1A,0.03,1.3427,Ericsson,Salalah Ittin,D0713
2019-01-14,LD07130L18F1C,0.05,2.4206,Ericsson,Salalah Ittin,D0713
2019-01-14,LK01620L18F1B,0.13,13.3964,Ericsson,Nizwa Souq,K0162
2019-01-14,LK01640L18F1A,0.24,23.6896,Ericsson,Nizwa Souq,K0164
2019-01-14,LK01640L18F1B,0.15,14.3462,Ericsson,Nizwa Souq,K0164
2019-01-14,LK01640L18F1C,0.21,22.406,Ericsson,Nizwa Souq,K0164
2019-01-14,LK04310L21F1A,0.04,3.9729,Ericsson,Nizwa Souq,K0431
2019-01-14,LS00070L8F1C,0.26,15.113,Ericsson,Jaalan Bani Bu Hassan,S0007
2019-01-14,LS00370L18F1A,0.18,14.5256,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-14,LS00370L18F1B,0.41,27.3784,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-14,LS00370L18F1C,0.74,48.0009,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-14,LS00400L18F1B,0.09,4.8773,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-14,LS00400L18F1C,0.22,9.0208,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-14,LS00410L18F1C,0.21,14.9605,Ericsson,Jaalan Bani Bu Ali,S0041
2019-01-14,LS00460L8F1B,0.08,6.1618,Ericsson,Jaalan Bani Bu Ali,S0046
2019-01-14,LS00560L18F1A,0.25,21.9833,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-14,LS00560L18F1C,0.26,21.6847,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-14,LS00570L18F1B,0.22,14.9027,Ericsson,Jaalan Bani Bu Hassan,S0057
2019-01-14,LS00580L18F1A,0.29,20.407,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-14,LS00580L18F1B,0.18,15.5272,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-14,LS00610L18F1B,0.13,13.139,Ericsson,Jaalan Bani Bu Hassan,S0061
2019-01-14,LS00630L18F1A,0.4,29.7385,Ericsson,Jaalan Bani Bu Hassan,S0063
2019-01-15,LD01810L18F1B,0.01,0.6771,Ericsson,Salalah Festival Area,D0181
2019-01-15,LD01810L26F1C,0.0,0.5394,Ericsson,Salalah Festival Area,D0181
2019-01-15,LD01810L8F1B,0.0,0.036,Ericsson,Salalah Festival Area,D0181
2019-01-15,LD01870L18F1A,0.01,0.7426,Ericsson,Salalah Festival Area,D0187
2019-01-15,LD01870L26F1C,0.04,2.6671,Ericsson,Salalah Festival Area,D0187
2019-01-15,LD01870L8F1A,0.0,0.061,Ericsson,Salalah Festival Area,D0187
2019-01-15,LD01890L18F1A,0.1,5.3039,Ericsson,Salalah Festival Area,D0189
2019-01-15,LD01890L18F1C,0.02,0.7181,Ericsson,Salalah Festival Area,D0189
2019-01-15,LD02150L18F1A,0.08,4.0284,Ericsson,Salalah Ittin,D0215
2019-01-15,LD02150L18F1B,0.29,18.8289,Ericsson,Salalah Ittin,D0215
2019-01-15,LD02240L18F1A,0.27,12.2346,Ericsson,Salalah Ittin,D0224
2019-01-15,LD02240L18F1B,0.15,6.724,Ericsson,Salalah Ittin,D0224
2019-01-15,LD02240L8F1A,0.06,4.3733,Ericsson,Salalah Ittin,D0224
2019-01-15,LD07130L18F1A,0.04,1.9498,Ericsson,Salalah Ittin,D0713
2019-01-15,LD07130L18F1C,0.05,2.4807,Ericsson,Salalah Ittin,D0713
2019-01-15,LK01620L18F1B,0.21,12.7091,Ericsson,Nizwa Souq,K0162
2019-01-15,LK01640L18F1A,0.25,24.5641,Ericsson,Nizwa Souq,K0164
2019-01-15,LK01640L18F1B,0.17,14.9678,Ericsson,Nizwa Souq,K0164
2019-01-15,LK01640L18F1C,0.23,23.7176,Ericsson,Nizwa Souq,K0164
2019-01-15,LK04310L21F1A,0.03,4.0355,Ericsson,Nizwa Souq,K0431
2019-01-15,LS00070L8F1C,0.27,14.9173,Ericsson,Jaalan Bani Bu Hassan,S0007
2019-01-15,LS00370L18F1A,0.17,16.1808,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-15,LS00370L18F1B,0.45,27.6396,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-15,LS00370L18F1C,0.76,48.8078,Ericsson,Jaalan Bani Bu Ali,S0037
2019-01-15,LS00400L18F1B,0.09,5.2374,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-15,LS00400L18F1C,0.17,8.8756,Ericsson,Jaalan Bani Bu Ali,S0040
2019-01-15,LS00410L18F1C,0.18,13.526,Ericsson,Jaalan Bani Bu Ali,S0041
2019-01-15,LS00460L8F1B,0.1,7.5199,Ericsson,Jaalan Bani Bu Ali,S0046
2019-01-15,LS00560L18F1A,0.3,23.5361,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-15,LS00560L18F1C,0.26,23.515,Ericsson,Jaalan Bani Bu Hassan,S0056
2019-01-15,LS00570L18F1B,0.15,12.6593,Ericsson,Jaalan Bani Bu Hassan,S0057
2019-01-15,LS00580L18F1A,0.3,21.4075,Ericsson,Jaalan Bani Bu Hassan,S0058
2019-01-15,LS00580L18F1B,0.2,15.1847,Ericsson,Jaalan Bani Bu Hassan,S0058
