sales_date,brand_name,total_devices,total_upfront_amount,total_full_device_amount
2021-05-27,Apple,113,8536.849999999991,57074.0
2021-05-27,Samsung,8,546.0,3520.0
2021-05-28,Apple,31,2092.05,14679.0
2021-05-29,Apple,35,2401.9999999999995,16264.0
2021-05-30,Apple,125,8179.299999999987,61122.0
2021-05-30,HUAWEI,1,49.4,388.0
2021-05-30,Samsung,7,540.1,3202.0
2021-05-31,Apple,103,7087.1999999999925,51033.0
2021-05-31,Samsung,9,676.5,4130.0
2021-06-01,Apple,105,8151.849999999995,50999.0
2021-06-01,Samsung,6,389.6,2592.0
2021-06-02,Apple,109,7770.599999999994,54941.0
2021-06-02,Samsung,4,269.75,1795.0
2021-06-03,Apple,122,8390.19999999999,61581.0
2021-06-03,Samsung,3,158.8,1376.0
2021-06-04,Apple,61,4569.4,29664.0
2021-06-04,Samsung,4,509.7,1594.0
2021-06-05,Apple,78,5585.899999999998,38259.0
2021-06-06,Apple,115,7878.44999999999,57293.0
2021-06-06,Samsung,4,249.75,1795.0
2021-06-07,Apple,93,6494.149999999993,45983.0
2021-06-07,Samsung,3,200.35,1407.0
2021-06-08,Apple,93,5983.749999999996,46706.0
2021-06-08,Samsung,5,237.25,2345.0
2021-06-09,Apple,92,6736.549999999996,45500.0
2021-06-09,Samsung,6,375.65,2713.0
2021-06-10,Apple,86,5343.099999999998,43755.0
2021-06-10,Samsung,4,323.8,1876.0
2021-06-11,Apple,38,2948.45,18694.0
2021-06-11,HUAWEI,1,6.7,134.0
2021-06-12,Apple,47,3349.45,24128.0
2021-06-12,Samsung,6,426.05,2521.0
2021-06-13,Apple,61,4620.449999999999,30049.0
2021-06-13,Samsung,8,521.8000000000001,3236.0
2021-06-14,Apple,63,4248.599999999999,30862.0
2021-06-14,HUAWEI,1,6.7,134.0
2021-06-14,Samsung,6,349.75,2813.0
2021-06-15,Apple,65,4299.799999999998,31647.0
2021-06-15,Samsung,2,218.85,777.0
2021-06-16,Apple,87,6565.299999999996,42828.0
2021-06-16,Samsung,4,176.75,1735.0
2021-06-17,Apple,69,5177.949999999997,35028.0
2021-06-17,Samsung,6,288.15,2763.0
2021-06-18,Apple,28,2410.5,14104.0
2021-06-18,Samsung,3,226.3,1326.0
2021-06-19,Apple,39,2527.75,19686.0
2021-06-19,Samsung,2,202.85,857.0
2021-06-20,Apple,55,4156.4,27463.0
2021-06-20,Samsung,2,139.4,988.0
2021-06-21,Apple,50,3468.7999999999984,25218.0
2021-06-21,Samsung,4,263.2,1664.0
2021-06-22,Apple,62,4328.049999999998,30907.0
2021-06-22,Samsung,7,536.65,3333.0
2021-06-23,Apple,82,7025.2499999999945,41183.0
2021-06-23,Samsung,10,753.4,4468.0
2021-06-24,Apple,108,8297.049999999992,52780.0
2021-06-24,Samsung,5,300.2,2204.0
2021-06-25,Apple,33,2324.1,15985.0
2021-06-25,Samsung,1,123.45,469.0
2021-06-26,Apple,44,3253.5500000000006,21092.0
2021-06-26,Samsung,4,313.75,1875.0
2021-06-27,Apple,83,6840.149999999993,41097.0
2021-06-27,Samsung,7,492.5,3050.0
2021-06-28,Apple,89,6704.349999999994,43393.0
2021-06-28,Samsung,5,423.2,2264.0
2021-06-29,Apple,77,5451.549999999999,37862.0
2021-06-29,Samsung,2,128.8,776.0
2021-06-30,Apple,63,4674.15,29944.0
2021-07-01,Apple,83,6265.2999999999965,40939.0
2021-07-01,Samsung,5,326.65000000000003,2133.0
2021-07-02,Apple,32,2580.45,15679.0
2021-07-02,Samsung,4,308.65,1573.0
2021-07-03,Apple,47,3597.75,22776.0
2021-07-03,Samsung,7,613.5500000000001,3071.0
2021-07-04,Apple,57,4259.1500000000015,27203.0
2021-07-04,Samsung,6,273.2,2864.0
2021-07-05,Apple,71,5180.65,35271.0
2021-07-05,Samsung,11,751.2,4624.0
2021-07-06,Apple,71,5140.499999999998,35258.0
2021-07-06,Samsung,5,279.15,2183.0
2021-07-07,Apple,67,5352.649999999998,33197.0
2021-07-07,Samsung,3,230.35,1407.0
2021-07-08,Apple,111,8392.549999999992,55257.0
2021-07-08,HUAWEI,1,49.4,388.0
2021-07-08,Samsung,6,496.65,2733.0
2021-07-09,Apple,37,3039.0,16954.0
2021-07-09,Samsung,4,395.75,1715.0
2021-07-10,Apple,58,3656.15,28145.0
2021-07-10,HUAWEI,1,119.4,388.0
2021-07-10,Samsung,1,23.45,469.0
2021-07-11,Apple,73,5706.799999999997,37325.0
2021-07-11,Samsung,9,708.25,3765.0
2021-07-12,Apple,89,6253.499999999996,43765.0
2021-07-12,Samsung,5,239.75,2395.0
2021-07-13,Apple,84,6709.499999999996,41939.0
2021-07-13,Samsung,2,144.35,887.0
2021-07-14,Apple,81,6196.799999999995,39215.0
2021-07-14,Samsung,6,506.6,2732.0
2021-07-15,Apple,94,7000.299999999995,47580.0
2021-07-15,HUAWEI,2,103.4,268.0
2021-07-15,Samsung,3,230.35,1407.0
2021-07-16,Apple,31,2316.3000000000006,14794.0
2021-07-17,Apple,31,2113.250000000001,15101.0
2021-07-17,HUAWEI,2,224.65,493.0
2021-07-17,Samsung,2,96.9,938.0
2021-07-18,Apple,25,1914.3500000000008,11972.0
2021-07-18,Samsung,3,280.35,1407.0
2021-07-19,Apple,8,602.2,3795.0
2021-07-19,Samsung,2,219.85,797.0
2021-07-20,Apple,2,78.0,960.0
2021-07-21,Apple,5,362.65,2275.0
2021-07-22,Apple,5,332.25,2245.0
2021-07-22,Samsung,1,136.4,328.0
2021-07-23,Apple,7,657.8,3375.0
2021-07-23,Samsung,1,53.45,469.0
2021-07-24,Apple,34,2847.8000000000006,16581.0
2021-07-24,Samsung,4,183.8,1876.0
2021-07-25,Apple,56,4418.050000000002,28244.0
2021-07-25,Samsung,4,266.75,1735.0
2021-07-26,Apple,66,4906.6,31867.0
2021-07-26,Samsung,6,298.54999999999995,2571.0
2021-07-27,Apple,50,3924.9500000000016,24830.0
2021-07-27,Samsung,9,514.45,4089.0
2021-07-28,Apple,56,4628.4,27393.0
2021-07-28,Samsung,4,195.75,1715.0
2021-07-29,Apple,87,6174.949999999997,41525.0
2021-07-29,Samsung,9,611.05,4221.0
2021-07-30,Apple,36,2591.9500000000016,17366.0
2021-07-30,Samsung,2,232.85,857.0
2021-07-31,Apple,36,2565.2000000000016,17301.0
2021-07-31,Samsung,8,708.0000000000001,3560.0
2021-08-01,Apple,78,5979.099999999998,35843.0
2021-08-01,Samsung,4,169.75,1795.0
2021-08-02,Apple,54,3880.8000000000025,25943.0
2021-08-02,Samsung,9,421.05,4221.0
2021-08-03,Apple,72,5186.349999999999,35464.0
2021-08-03,HUAWEI,1,36.7,134.0
2021-08-03,Samsung,6,314.1,2682.0
2021-08-04,Apple,39,2935.1000000000013,18945.0
2021-08-04,Samsung,3,152.3,1246.0
2021-08-05,Apple,44,3176.9000000000015,20547.0
2021-08-05,Samsung,3,145.25,1105.0
2021-08-06,Apple,22,1568.8000000000004,9852.0
2021-08-06,Samsung,6,443.05,2461.0
2021-08-07,Apple,25,2416.0000000000014,11344.0
2021-08-07,Samsung,1,145.95,519.0
2021-08-08,Apple,42,3026.3000000000006,20143.0
2021-08-08,Samsung,6,285.65,2713.0
2021-08-09,Apple,57,4107.400000000003,26336.0
2021-08-09,Samsung,9,605.4,3908.0
2021-08-10,Apple,45,3354.0000000000023,19721.0
2021-08-10,Samsung,4,345.8,1785.0
2021-08-11,Apple,54,4029.500000000002,24726.0
2021-08-11,Samsung,6,389.6,2592.0
2021-08-12,Apple,47,3273.500000000002,22147.0
2021-08-12,Samsung,6,352.65,2653.0
2021-08-13,Apple,19,1352.5,8873.0
2021-08-13,Samsung,14,1003.8600000000002,7306.367
2021-08-14,Apple,22,1429.5,10114.0
2021-08-14,Lenovo,1,285.0,270.75
2021-08-14,Samsung,8,1378.47,4448.616
2021-08-15,Apple,46,3461.200000000002,21391.0
2021-08-15,Samsung,14,910.55,7029.435
2021-08-16,Apple,42,2963.300000000001,20302.0
2021-08-16,Samsung,19,2962.8699999999994,10608.109
2021-08-17,Apple,41,3126.400000000001,19661.0
2021-08-17,Samsung,6,354.45,3151.808
2021-08-18,Apple,41,3655.350000000001,20395.0
2021-08-18,Samsung,11,1290.4800000000002,5312.971
2021-08-19,Apple,41,2764.0000000000014,20105.0
2021-08-19,Samsung,12,943.6,6176.03
2021-08-20,Apple,8,393.1,3798.0
2021-08-20,Redmi,1,3.42,68.4
2021-08-20,Samsung,11,1456.7199999999998,6238.552
2021-08-21,Apple,19,1500.0000000000002,9208.0
2021-08-21,Redmi,1,3.42,68.4
2021-08-21,Samsung,3,469.8299999999999,1108.131
2021-08-22,Apple,29,2138.7000000000007,14006.0
2021-08-22,Samsung,9,514.95,4021.754
2021-08-23,Apple,64,4851.750000000002,29881.0
2021-08-23,Redmi,1,71.82,68.4
2021-08-23,Samsung,20,2017.6100000000004,9143.664
2021-08-24,Apple,54,3694.100000000002,25258.0
2021-08-24,Redmi,1,71.82,68.4
2021-08-24,Samsung,20,1575.2000000000005,10443.616000000002
2021-08-25,Apple,45,3138.1000000000013,20890.0
2021-08-25,Redmi,2,6.84,136.8
2021-08-25,Samsung,10,1063.98,4322.535
2021-08-26,Apple,60,3855.700000000004,28725.0
2021-08-26,HUAWEI,1,209.9,199.9
2021-08-26,Redmi,1,71.82,68.4
2021-08-26,Samsung,16,1176.7500000000002,7226.532
2021-08-27,Apple,15,1665.7000000000005,6930.0
2021-08-27,HUAWEI,2,419.8,399.8
2021-08-27,Samsung,2,65.8,677.377
2021-08-28,Apple,26,1443.0,12569.0
2021-08-28,OPPO,1,15.7,314.0
2021-08-28,Samsung,9,951.83,3916.909
2021-08-29,Apple,40,2679.300000000001,18925.0
2021-08-29,HUAWEI,1,140.7,134.0
2021-08-29,Redmi,1,3.42,68.4
2021-08-29,Samsung,10,786.0000000000001,4374.909
2021-08-30,Apple,41,2944.800000000001,18653.0
2021-08-30,Samsung,10,525.6,4972.31
2021-08-31,Apple,38,2577.400000000001,17787.0
2021-08-31,Redmi,1,71.82,68.4
2021-08-31,Samsung,15,998.6,7679.058999999998
2021-09-01,Apple,40,2714.5000000000014,19179.0
2021-09-01,Samsung,12,789.7,6075.997
2021-09-02,Apple,36,2719.900000000001,16962.0
2021-09-02,HUAWEI,1,418.95,399.0
2021-09-02,Samsung,5,392.15,2243.0
2021-09-03,Apple,18,1098.9,8316.0
2021-09-03,Redmi,1,71.82,68.4
2021-09-03,Samsung,3,232.8,1456.0
2021-09-04,Apple,20,1509.3,10082.0
2021-09-04,Samsung,2,68.85,777.0
2021-09-05,Apple,46,3105.900000000001,22062.0
2021-09-05,Samsung,8,531.0,3620.0
2021-09-06,Apple,35,2522.400000000001,17179.0
2021-09-06,Samsung,8,803.5000000000001,3510.0
2021-09-07,Apple,38,2581.2000000000007,18464.0
2021-09-07,HUAWEI,1,49.95,399.0
2021-09-07,Lenovo,1,285.0,270.75
2021-09-07,Samsung,5,333.2,2264.0
2021-09-08,Apple,35,2539.500000000001,16947.0
2021-09-08,Redmi,1,71.82,68.4
2021-09-08,Samsung,4,533.15,1503.0
2021-09-09,Apple,40,3138.1,19801.0
2021-09-09,Redmi,1,3.42,68.4
2021-09-09,Samsung,4,247.2,1744.0
2021-09-10,Apple,17,1214.3,8308.0
2021-09-10,Samsung,4,270.7,1614.0
2021-09-11,Apple,19,1435.9,9613.0
2021-09-11,Samsung,2,240.3,806.0
2021-09-12,Apple,30,2085.4000000000005,14656.0
2021-09-12,HUAWEI,1,209.9,199.9
2021-09-12,Redmi,2,6.84,136.8
2021-09-12,Samsung,3,160.60000000000002,1614.155
2021-09-13,Apple,40,2942.199999999999,20344.0
2021-09-13,Redmi,3,10.26,205.2
2021-09-13,Samsung,2,96.9,938.0
2021-09-14,Apple,38,3086.4,19051.0
2021-09-14,Redmi,1,3.42,68.4
2021-09-15,Apple,38,3423.3,18940.0
2021-09-15,Redmi,2,6.84,136.8
2021-09-15,Samsung,2,76.9,938.0
2021-09-16,Apple,34,2382.3,17484.0
2021-09-16,Redmi,2,6.84,136.8
2021-09-16,Samsung,2,176.9,938.0
2021-09-17,Apple,17,1439.3000000000002,8835.0
2021-09-17,Redmi,1,3.42,68.4
2021-09-18,Apple,13,1357.25,6180.0
2021-09-18,Redmi,2,6.84,136.8
2021-09-18,Samsung,3,228.8,1376.0
2021-09-19,Apple,31,2138.8,15868.0
2021-09-19,HUAWEI,1,209.9,199.9
2021-09-19,Redmi,1,3.42,68.4
2021-09-19,Samsung,4,307.65000000000003,1553.0
2021-09-20,Apple,27,2020.1000000000004,13680.0
2021-09-20,Redmi,3,10.26,205.2
2021-09-20,Samsung,13,1080.84,7198.491999999999
2021-09-21,Apple,19,1320.5,9480.0
2021-09-21,Samsung,8,428.85,4172.559
2021-09-22,Apple,37,3155.999999999999,18661.0
2021-09-22,Redmi,1,3.42,68.4
2021-09-22,Samsung,8,537.624,4038.714
2021-09-23,Apple,66,5369.499999999998,31947.0
2021-09-23,Samsung,9,698.25,4761.466
2021-09-24,Apple,30,2095.2000000000003,14411.0
2021-09-24,Redmi,1,3.42,68.4
2021-09-24,Samsung,6,337.6499999999999,2355.504
2021-09-25,Apple,31,2115.1,15994.0
2021-09-25,Redmi,1,71.82,68.4
2021-09-25,Samsung,4,365.25,2109.31
2021-09-26,Apple,42,3434.3999999999987,20793.0
2021-09-26,Redmi,1,71.82,68.4
2021-09-26,Samsung,6,988.76,2851.907
2021-09-27,Apple,32,2450.1,15639.0
2021-09-27,Redmi,1,3.42,68.4
2021-09-27,Samsung,9,458.15,4368.749
2021-09-28,Apple,33,2428.8,16478.0
2021-09-28,Redmi,1,3.42,68.4
2021-09-28,Samsung,12,549.3000000000001,6188.403
2021-09-29,Apple,30,2544.9,15069.0
2021-09-29,Redmi,2,6.84,136.8
2021-09-29,Samsung,8,547.85,3951.936
2021-09-30,Apple,38,2714.9999999999995,18828.0
2021-09-30,Samsung,9,635.75,4710.185
2021-10-01,Apple,20,1557.3000000000002,9823.0
2021-10-01,Samsung,2,104.35,887.0
2021-10-02,Apple,24,1844.1500000000003,11925.0
2021-10-02,Samsung,4,261.7,2033.532
2021-10-03,Apple,6,320.4,3105.0
2021-10-03,Redmi,2,143.64,136.8
2021-10-03,Samsung,1,18.6,369.377
2021-10-04,Apple,16,1409.0000000000002,8126.0
2021-10-04,Redmi,1,3.42,68.4
2021-10-04,Samsung,3,275.85,1915.714
2021-10-05,Apple,36,2487.3,17754.0
2021-10-05,Redmi,1,3.42,68.4
2021-10-05,Samsung,3,319.35,1189.129
2021-10-06,Apple,27,1855.3,13541.0
2021-10-06,Samsung,5,313.15,2063.377
2021-10-07,Apple,25,1991.9500000000005,12563.0
2021-10-07,Samsung,4,448.8,1976.0
2021-10-08,Apple,652,143639.84999999948,262084.0
2021-10-08,HUAWEI,1,49.95,399.0
2021-10-08,Redmi,1,3.42,68.4
2021-10-08,Samsung,1,138.4,368.0
2021-10-09,Apple,266,50036.86000000014,107568.0
2021-10-09,HUAWEI,1,49.95,399.0
2021-10-09,Redmi,2,6.84,136.8
2021-10-09,Samsung,4,391.25,1825.0
2021-10-10,Apple,429,94041.10999999952,173689.0
2021-10-10,Samsung,2,216.15,720.129
2021-10-11,Apple,327,67054.0700000001,133980.0
2021-10-11,Samsung,4,255.0,2504.62
2021-10-12,Apple,164,18465.35,72693.0
2021-10-12,Samsung,10,537.5,5274.152
2021-10-13,Apple,70,5117.4,32002.0
2021-10-13,Redmi,1,3.42,68.4
2021-10-13,Samsung,5,235.7,2115.036
2021-10-14,Apple,214,15630.649999999992,90856.0
2021-10-14,Samsung,5,328.2,2967.119
2021-10-15,Apple,199,49066.65000000008,82319.0
2021-10-15,Samsung,2,166.5,1326.808
2021-10-16,Apple,207,55518.86000000006,79215.0
2021-10-16,Redmi,2,6.84,136.8
2021-10-16,Samsung,3,775.97,1651.404
2021-10-17,Apple,174,33557.82000000004,69721.0
2021-10-17,Redmi,1,3.42,68.4
2021-10-17,Samsung,6,420.85,3567.118
2021-10-18,Apple,292,97450.89999999966,114208.0
2021-10-18,Redmi,1,71.82,68.4
2021-10-18,Samsung,7,1028.06,3637.714
2021-10-19,Apple,83,13813.009999999987,31003.0
2021-10-19,Samsung,5,417.85,2359.063
2021-10-20,Apple,59,7237.289999999998,25613.0
2021-10-20,HUAWEI,1,209.9,199.9
2021-10-20,Redmi,3,10.26,205.2
2021-10-20,Samsung,2,168.60000000000002,976.907
2021-10-21,Apple,73,8624.640000000001,30319.0
2021-10-21,Redmi,1,3.42,68.4
2021-10-21,Samsung,3,191.75,1237.752
2021-10-22,Apple,43,5374.160000000001,19387.0
2021-10-22,Redmi,1,3.42,68.4
2021-10-23,Apple,46,5655.970000000004,19869.0
2021-10-23,Redmi,1,3.42,68.4
2021-10-23,Samsung,6,623.3499999999999,2468.908
2021-10-24,Apple,37,4549.820000000004,17709.0
2021-10-24,Redmi,1,3.42,68.4
2021-10-24,Samsung,4,793.57,2008.311
2021-10-25,Apple,105,16040.969999999994,35900.0
2021-10-25,HUAWEI,1,19.95,399.0
2021-10-25,Redmi,2,6.84,136.8
2021-10-25,Samsung,5,300.95,2219.156
2021-10-26,Apple,75,8642.36,31591.0
2021-10-26,Redmi,1,3.42,68.4
2021-10-26,Samsung,5,261.35,2231.907
2021-10-27,Apple,67,9433.719999999998,28830.0
2021-10-27,Redmi,2,75.24,136.8
2021-10-27,Samsung,6,462.4500000000001,3052.4659999999994
2021-10-28,Apple,39,3861.66,19624.0
2021-10-28,Redmi,2,6.84,136.8
2021-10-28,Samsung,7,506.05,3673.466
2021-10-29,Apple,12,856.6999999999998,5560.0
2021-10-29,Samsung,2,92.4,1252.31
2021-10-30,Apple,24,3688.27,10618.0
2021-10-30,Redmi,1,3.42,68.4
2021-10-30,Samsung,4,303.3,2266.466
2021-10-31,Apple,40,2824.3,15337.0
2021-10-31,Samsung,3,155.7,1915.714
2021-11-01,Apple,192,34181.16000000003,94318.0
2021-11-01,HUAWEI,1,47.95,359.0
2021-11-01,Redmi,1,3.42,68.4
2021-11-01,Samsung,2,162.6,1252.31
2021-11-02,Apple,51,4944.740000000001,24012.0
2021-11-02,HUAWEI,1,119.95,399.0
2021-11-02,Samsung,1,25.95,519.0
2021-11-03,Apple,27,2348.86,10723.0
2021-11-03,Samsung,2,150.6,1014.155
2021-11-04,Apple,30,2304.96,12018.0
2021-11-05,Apple,12,1618.62,4894.0
2021-11-05,Samsung,4,193.75,1675.377
2021-11-06,Apple,23,1880.25,8686.0
2021-11-06,Samsung,2,42.85,857.0
2021-11-07,Apple,43,6848.0099999999975,16402.0
2021-11-07,Samsung,4,269.0,2182.155
2021-11-08,Apple,251,48743.50000000013,83300.0
2021-11-08,Samsung,5,418.2,2364.0
2021-11-09,Apple,58,7182.389999999997,21254.0
2021-11-09,Samsung,6,318.4,2970.155
2021-11-10,Apple,33,4401.699999999999,12390.0
2021-11-11,Apple,40,4641.709999999999,15161.0
2021-11-11,Samsung,3,217.75,1355.0
2021-11-12,Apple,15,1156.85,4870.0
2021-11-13,Apple,15,2062.3500000000004,4920.0
2021-11-13,Samsung,2,124.8,696.0
2021-11-14,Apple,46,9811.379999999997,18222.0
2021-11-14,Samsung,6,541.75,3033.559
2021-11-15,Apple,159,28810.190000000057,57328.0
2021-11-15,Samsung,3,171.85000000000002,1205.0
2021-11-16,Apple,142,28221.89000000004,51893.0
2021-11-16,Samsung,5,296.65,2133.0
2021-11-17,Apple,59,5982.02,25214.0
2021-11-17,Samsung,4,276.15,1921.155
2021-11-18,Apple,36,3234.6600000000003,12369.0
2021-11-18,Samsung,13,723.3,7611.795
2021-11-19,Apple,30,6182.289999999999,8344.0
2021-11-19,Samsung,4,285.0,2504.62
2021-11-20,Apple,18,2539.65,6360.0
2021-11-20,Redmi,1,3.42,68.4
2021-11-20,Samsung,1,45.4,308.0
2021-11-21,Apple,46,4791.150000000001,14678.0
2021-11-21,Samsung,1,61.2,626.155
2021-11-22,Apple,454,104478.55999999956,186458.0
2021-11-22,Samsung,9,784.6999999999998,3898.31
2021-11-23,Apple,80,11690.899999999996,30261.0
2021-11-23,HUAWEI,1,19.95,399.0
2021-11-23,Samsung,2,84.65,1095.155
2021-11-24,Apple,222,45857.44000000008,71475.0
2021-11-24,Samsung,4,391.7,1634.0
2021-11-25,Apple,83,10166.719999999996,30720.0
2021-11-25,Samsung,5,257.55,2151.0
2021-11-26,Apple,18,1782.0099999999998,6167.0
2021-11-26,Redmi,1,3.42,68.4
2021-11-26,Samsung,3,332.20000000000005,1044.0
2021-11-27,Apple,23,2463.2900000000004,8232.0
2021-11-27,Samsung,3,179.20000000000002,984.0
2021-11-28,Apple,12,1248.3000000000002,4310.0
2021-11-28,Samsung,2,137.8,756.0
2021-11-29,Apple,17,2130.76,3791.0
2021-11-29,Samsung,1,49.4,388.0
2021-11-30,Apple,30,2900.1600000000017,10373.0
2021-11-30,Redmi,1,3.42,68.4
2021-11-30,Samsung,7,573.9,2878.0
2021-12-01,Apple,334,76990.48000000008,126158.0
2021-12-01,Samsung,6,339.40000000000003,2588.0
2021-12-02,Apple,300,60160.68000000007,92737.0
2021-12-02,Samsung,1,135.4,308.0
2021-12-03,Apple,24,3909.190000000001,7040.0
2021-12-03,Samsung,1,48.4,368.0
2021-12-04,Apple,12,843.59,4691.0
2021-12-04,Samsung,3,247.2,1144.0
2021-12-05,Apple,21,1655.5500000000004,10730.0
2021-12-05,Redmi,1,3.42,68.4
2021-12-06,Apple,360,66323.2700000002,143117.0
2021-12-06,Samsung,3,144.25000000000003,1085.0
2021-12-07,Apple,195,33153.620000000046,78614.0
2021-12-07,Samsung,3,182.75,1255.0
2021-12-08,Apple,84,11617.64,29915.0
2021-12-08,Samsung,1,78.4,368.0
2021-12-09,Apple,332,69797.22000000015,125026.0
2021-12-09,Samsung,5,239.7,2394.0
2021-12-10,Apple,112,20437.900000000023,45052.0
2021-12-10,Samsung,4,199.65,1593.0
2021-12-11,Apple,31,4694.590000000001,11670.0
2021-12-12,Apple,88,7628.869999999999,37325.0
2021-12-12,Samsung,3,263.05,1463.155
2021-12-13,Apple,195,30931.06000000001,79889.0
2021-12-13,Samsung,4,223.7,1674.0
2021-12-14,Apple,180,26921.120000000017,72920.0
2021-12-14,Samsung,2,33.8,676.0
2021-12-15,Apple,242,31661.270000000055,93835.0
2021-12-16,Apple,53,4275.490000000002,24221.0
2021-12-16,Samsung,2,76.6,934.155
2021-12-17,Apple,157,23849.01000000004,65908.0
2021-12-18,Apple,137,17099.749999999993,62682.0
2021-12-18,Samsung,1,75.4,308.0
2021-12-19,Apple,132,18975.380000000016,65185.0
2021-12-19,Samsung,1,45.4,308.0
2021-12-20,Apple,147,18841.51000000002,67870.0
2021-12-20,Samsung,1,53.45,469.0
2021-12-21,Apple,139,16380.63999999999,63823.0
2021-12-21,Samsung,2,96.3,726.0
2021-12-22,Apple,246,31615.900000000045,95557.0
2021-12-22,Samsung,2,109.6,994.155
2021-12-23,Apple,155,18354.78000000001,59928.0
2021-12-23,Samsung,5,479.1,1982.0
2021-12-24,Apple,63,6818.4099999999935,23613.0
2021-12-24,Samsung,4,216.4,1730.155
2021-12-25,Apple,75,9199.569999999992,20125.0
2021-12-25,Samsung,1,119.4,388.0
2021-12-26,Apple,80,8944.51999999999,20461.0
2021-12-26,Samsung,4,236.5,1730.0
2021-12-27,Apple,281,48549.0000000001,79510.0
2021-12-27,Samsung,1,125.95,519.0
2021-12-28,Apple,161,19118.629999999983,44732.0
2021-12-28,Samsung,2,127.4,386.1
2021-12-29,Apple,86,9859.369999999988,17601.0
2021-12-29,Samsung,2,179.60000000000002,994.155
2021-12-30,Apple,210,27409.410000000025,77578.0
2021-12-30,Samsung,4,120.25,1573.0
2021-12-31,Apple,119,15687.979999999994,43537.0
2021-12-31,Samsung,2,241.85,837.0
2022-01-01,Apple,108,16494.939999999995,39433.0
2022-01-01,Samsung,2,193.8,676.0
2022-01-02,Apple,111,14927.239999999982,38387.0
2022-01-02,Samsung,2,204.35,887.0
2022-01-03,Apple,74,9443.539999999997,25117.0
2022-01-03,Samsung,1,48.4,368.0
2022-01-04,Apple,23,2542.8200000000006,6466.0
2022-01-05,Apple,128,12176.549999999992,48355.0
2022-01-06,Apple,126,12651.609999999986,45845.0
2022-01-06,Samsung,3,287.70000000000005,1154.0
2022-01-07,Apple,59,5405.089999999999,22182.0
2022-01-08,Apple,48,5079.450000000004,16251.0
2022-01-09,Apple,44,3898.670000000001,16641.0
2022-01-09,Samsung,3,95.3,1306.0
2022-01-10,Apple,115,9469.93999999999,40592.0
2022-01-10,Samsung,4,298.65,1573.0
2022-01-11,Apple,71,6106.049999999997,21722.0
2022-01-12,Apple,166,15644.779999999975,64015.0
2022-01-12,HUAWEI,1,209.9,199.9
2022-01-13,Apple,189,17785.509999999973,61023.0
2022-01-14,Apple,49,4958.699999999998,17358.0
2022-01-14,Samsung,1,48.4,368.0
2022-01-15,Apple,40,3931.5100000000007,16308.0
2022-01-15,Samsung,1,75.95,519.0
2022-01-16,Apple,50,4097.410000000001,19721.0
2022-01-16,Samsung,1,55.95,519.0
2022-01-17,Apple,100,9048.449999999986,43747.0
2022-01-18,Apple,79,8195.849999999993,35175.0
2022-01-19,Apple,59,4752.900000000001,16678.0
2022-01-20,Apple,36,2626.3500000000013,9710.0
2022-01-21,Apple,93,9825.019999999991,34930.0
2022-01-22,Apple,59,5617.649999999998,19366.0
2022-01-23,Apple,90,7249.649999999996,31943.0
2022-01-24,Apple,88,7319.879999999994,22670.0
2022-01-25,Apple,85,6553.49999999999,35361.0
2022-01-25,HUAWEI,1,117.95,359.0
2022-01-25,Samsung,2,71.85,837.0
2022-01-26,Apple,31,2348.7000000000003,10546.0
2022-01-27,Apple,31,2138.1000000000004,10840.0
2022-01-27,Lenovo,1,333.0,316.35
2022-01-28,Apple,4,306.0,1190.0
2022-01-28,HUAWEI,7,932.72,2866.003
2022-01-28,Lenovo,1,333.0,316.35
2022-01-29,Apple,16,1135.5000000000002,4645.0
2022-01-29,HUAWEI,7,543.2900000000001,2866.003
2022-01-30,Apple,26,1849.35,9290.0
2022-01-30,HUAWEI,7,303.2900000000001,2866.003
2022-01-31,Apple,160,13170.78999999998,56895.0
2022-01-31,HUAWEI,6,512.82,2456.574
2022-02-01,Apple,73,5552.099999999994,29380.0
2022-02-01,HUAWEI,8,763.1900000000002,3275.432
2022-02-02,Apple,105,8731.36999999999,45180.0
2022-02-02,HUAWEI,1,20.47,409.429
2022-02-02,Samsung,1,25.95,519.0
2022-02-03,Apple,42,3215.7000000000007,17580.0
2022-02-03,HUAWEI,4,271.88,1637.716
2022-02-04,Apple,12,973.7999999999998,4580.0
2022-02-04,HUAWEI,2,54.87,1047.429
2022-02-05,Apple,10,1045.05,3380.0
2022-02-05,HUAWEI,2,70.94,818.858
2022-02-06,Apple,182,14548.049999999976,87520.0
2022-02-06,HUAWEI,2,200.94,818.858
2022-02-07,Apple,45,3478.820000000001,20170.0
2022-02-07,HUAWEI,3,202.84,1456.8580000000002
2022-02-08,Apple,16,938.85,6660.0
2022-02-08,HUAWEI,1,50.47,409.429
2022-02-09,Apple,152,12259.94999999998,40043.0
2022-02-09,HUAWEI,2,100.94,818.858
2022-02-09,Redmi,1,3.42,68.4
2022-02-10,Apple,75,6185.249999999992,19070.0
2022-02-10,Samsung,49,4733.219999999999,23440.283
2022-02-11,Apple,17,1370.85,6421.0
2022-02-11,Samsung,27,3058.44,12878.953
2022-02-12,Apple,26,2330.5400000000004,10317.0
2022-02-12,Samsung,9,745.66,3898.383
2022-02-13,Apple,59,4495.029999999998,26544.0
2022-02-13,Samsung,6,407.19,2267.811
2022-02-14,Apple,68,4758.75,28626.0
2022-02-14,Samsung,3,558.42,1249.619
