sales_date,brand_name,total_devices,total_upfront_amount,total_full_device_amount
2020-09-03,HUAWEI,1,30.0,359.0
2020-09-03,Samsung,5,160.0,2547.0
2020-09-04,Apple,9,390.0,4026.0
2020-09-04,Samsung,5,130.0,2664.0
2020-09-05,Apple,11,630.0,4785.0
2020-09-05,HUAWEI,2,60.0,747.0
2020-09-05,Samsung,1,100.0,518.0
2020-09-06,Apple,26,1450.0,11028.0
2020-09-06,HUAWEI,2,120.0,621.0
2020-09-06,Samsung,5,160.0,2383.0
2020-09-07,Apple,25,1140.0,11362.0
2020-09-07,HUAWEI,1,0.0,399.0
2020-09-07,Samsung,6,210.0,3002.0
2020-09-08,Apple,32,1730.0,14293.0
2020-09-08,HUAWEI,1,30.0,359.0
2020-09-08,Samsung,12,380.0,5780.0
2020-09-09,Apple,28,1660.0,12005.0
2020-09-09,HUAWEI,1,30.0,134.0
2020-09-09,Samsung,5,250.0,2390.0
2020-09-10,Apple,21,1080.0,9594.0
2020-09-10,Samsung,9,370.0,4263.0
2020-09-11,Apple,9,390.0,4037.0
2020-09-11,HUAWEI,1,0.0,999.0
2020-09-11,Samsung,3,120.0,1628.0
2020-09-12,Apple,14,820.0,6271.0
2020-09-12,Samsung,6,320.0,2822.0
2020-09-13,Apple,24,1170.0,10696.0
2020-09-13,Samsung,6,340.0,3225.0
2020-09-14,Apple,20,960.0,8907.0
2020-09-14,Samsung,12,360.0,6167.0
2020-09-15,Apple,11,470.0,4580.0
2020-09-15,HUAWEI,2,100.0,493.0
2020-09-15,Samsung,10,520.0,4850.0
2020-09-16,Apple,21,1090.0,9741.0
2020-09-16,Samsung,13,430.0,6077.0
2020-09-17,Apple,25,1180.0,10964.0
2020-09-17,HUAWEI,1,30.0,359.0
2020-09-17,Samsung,10,610.0,5290.0
2020-09-18,Apple,9,350.0,4056.0
2020-09-18,Samsung,4,130.0,1975.0
2020-09-19,Apple,12,620.0,4785.0
2020-09-19,HUAWEI,1,0.0,399.0
2020-09-19,Samsung,4,80.0,1973.0
2020-09-20,Apple,27,1440.0,11724.0
2020-09-20,Samsung,5,250.0,2420.0
2020-09-21,Apple,12,440.0,4954.0
2020-09-21,Samsung,6,200.0,3046.0
2020-09-22,Apple,13,490.0,5697.0
2020-09-22,Samsung,3,140.0,1423.0
2020-09-23,Apple,30,1580.0,12994.0
2020-09-23,Samsung,9,430.0,4544.0
2020-09-24,Apple,27,1300.0,11474.0
2020-09-24,Samsung,4,220.0,2028.0
2020-09-25,Apple,16,730.0,7011.0
2020-09-25,Samsung,3,60.0,1591.0
2020-09-26,Apple,11,650.0,4954.0
2020-09-26,Samsung,5,190.0,2440.0
2020-09-27,Apple,31,1280.0,12717.0
2020-09-27,Samsung,6,30.0,3138.0
2020-09-28,Apple,17,850.0,7186.0
2020-09-28,HUAWEI,1,100.0,359.0
2020-09-28,Samsung,5,400.0,2701.0
2020-09-29,Apple,29,1220.0,13142.0
2020-09-29,Samsung,4,230.0,1928.0
2020-09-30,Apple,14,960.0,6154.0
2020-09-30,Samsung,4,160.0,2183.0
2020-10-01,Apple,17,1240.0,7518.0
2020-10-01,Samsung,4,120.0,2115.0
2020-10-02,Apple,10,380.0,4441.0
2020-10-02,Samsung,4,200.0,1911.0
2020-10-03,Apple,8,430.0,3211.0
2020-10-03,Samsung,3,210.0,1423.0
2020-10-04,Apple,32,1280.0,14537.0
2020-10-04,HUAWEI,1,0.0,134.0
2020-10-04,Samsung,5,180.0,2241.0
2020-10-05,Apple,30,1470.0,13722.0
2020-10-05,Samsung,13,410.0,7821.0
2020-10-06,Apple,28,1360.0,12447.0
2020-10-06,HUAWEI,1,50.0,359.0
2020-10-06,Samsung,5,260.0,2570.0
2020-10-07,1+,1,0.0,375.0
2020-10-07,Apple,31,1380.0,13758.0
2020-10-07,Samsung,10,440.0,5228.0
2020-10-08,Apple,26,1150.0,11427.0
2020-10-08,Samsung,13,400.0,6701.0
2020-10-09,Apple,7,280.0,3017.0
2020-10-09,Samsung,1,60.0,555.0
2020-10-10,Apple,6,250.0,2694.0
2020-10-10,Samsung,3,210.0,1628.0
2020-10-11,Apple,17,410.0,7202.0
2020-10-11,Samsung,8,400.0,3956.0
2020-10-12,Apple,6,320.0,2454.0
2020-10-12,Samsung,6,280.0,2726.0
2020-10-13,Apple,24,870.0,10837.0
2020-10-13,Samsung,9,60.0,5433.0
2020-10-14,Apple,10,470.0,4471.0
2020-10-14,HUAWEI,2,30.0,522.0
2020-10-14,Samsung,8,180.0,4778.0
2020-10-15,Apple,13,550.0,5532.0
2020-10-15,HUAWEI,1,0.0,399.0
2020-10-15,Samsung,13,150.0,7816.0
2020-10-16,Apple,3,90.0,1362.0
2020-10-16,HUAWEI,1,30.0,399.0
2020-10-16,Samsung,6,240.0,2796.0
2020-10-17,Apple,5,180.0,2063.0
2020-10-17,Samsung,1,30.0,518.0
2020-10-18,1+,2,120.0,750.0
2020-10-18,Apple,17,750.0,7273.0
2020-10-18,Samsung,2,30.0,955.0
2020-10-19,1+,1,0.0,375.0
2020-10-19,Apple,11,660.0,4856.0
2020-10-19,HUAWEI,1,120.0,359.0
2020-10-19,Samsung,9,150.0,4729.0
2020-10-20,Apple,8,410.0,3592.0
2020-10-20,Samsung,6,380.0,3144.0
2020-10-21,Apple,15,490.0,6560.0
2020-10-21,HUAWEI,1,120.0,359.0
2020-10-21,Samsung,8,435.0,3927.0
2020-10-22,Apple,17,640.0,7072.0
2020-10-22,Samsung,5,240.0,2372.0
2020-10-23,Apple,11,440.0,4820.0
2020-10-23,Samsung,2,60.0,1073.0
2020-10-24,Apple,8,520.0,3467.0
2020-10-24,Samsung,2,130.0,1073.0
2020-10-25,Apple,9,500.0,3786.0
2020-10-25,Samsung,10,580.0,5028.0
2020-10-26,Apple,13,810.0,6034.0
2020-10-26,Samsung,3,120.0,1591.0
2020-10-27,Apple,9,380.0,3986.0
2020-10-27,HUAWEI,1,0.0,134.0
2020-10-27,Samsung,4,180.0,1848.0
2020-10-28,Apple,14,700.0,6332.0
2020-10-28,Samsung,3,60.0,1473.0
2020-10-29,1+,1,100.0,375.0
2020-10-29,Apple,9,510.0,4042.0
2020-10-29,Samsung,2,100.0,1073.0
2020-10-30,Apple,4,240.0,1747.0
2020-10-30,Samsung,2,60.0,955.0
2020-10-31,Apple,5,220.0,2195.0
2020-10-31,Samsung,3,150.0,1105.0
2020-11-01,Apple,10,300.0,4622.0
2020-11-01,Samsung,7,170.0,3477.0
2020-11-02,Apple,11,240.0,5227.0
2020-11-02,HUAWEI,1,60.0,134.0
2020-11-02,Samsung,8,300.0,3837.0
2020-11-03,Apple,9,540.0,3863.0
2020-11-03,HUAWEI,1,100.0,359.0
2020-11-03,Samsung,1,90.0,518.0
2020-11-04,Apple,9,450.0,3528.0
2020-11-04,HUAWEI,1,30.0,150.0
2020-11-04,Samsung,4,180.0,1965.0
2020-11-05,Apple,12,840.0,5450.0
2020-11-05,Samsung,3,190.0,1354.0
2020-11-06,Apple,3,160.0,1419.0
2020-11-06,HUAWEI,1,30.0,134.0
2020-11-06,Samsung,1,30.0,555.0
2020-11-07,Apple,6,150.0,2907.0
2020-11-07,Samsung,2,30.0,850.0
2020-11-08,Apple,6,310.0,2710.0
2020-11-08,HUAWEI,1,30.0,399.0
2020-11-08,Samsung,2,60.0,855.0
2020-11-09,Apple,3,60.0,1394.0
2020-11-09,Samsung,3,30.0,1354.0
2020-11-10,1+,1,0.0,375.0
2020-11-10,Apple,2,30.0,849.0
2020-11-10,Samsung,1,0.0,337.0
2020-11-11,1+,2,240.0,750.0
2020-11-11,Apple,11,510.0,4777.0
2020-11-11,Samsung,4,60.0,2170.0
2020-11-12,Apple,7,250.0,2825.0
2020-11-12,Samsung,4,160.0,2009.0
2020-11-13,Apple,464,28258.0,226818.0
2020-11-13,Samsung,2,90.0,836.0
2020-11-14,Apple,316,22288.0,154467.0
2020-11-14,Samsung,2,100.0,1097.0
2020-11-15,Apple,142,6660.0,68431.0
2020-11-15,Samsung,8,60.0,4112.0
2020-11-16,Apple,125,5735.0,59878.0
2020-11-16,Samsung,3,190.0,1591.0
2020-11-17,Apple,50,2380.0,23112.0
2020-11-17,Samsung,2,60.0,1273.0
2020-11-18,Apple,47,1970.0,20350.0
2020-11-18,Samsung,3,30.0,1591.0
2020-11-19,Apple,16,890.0,5580.0
2020-11-19,Samsung,2,60.0,1073.0
2020-11-20,Apple,303,14090.0,155705.0
2020-11-21,Apple,174,7690.0,87142.0
2020-11-21,Samsung,1,100.0,518.0
2020-11-22,1+,1,30.0,375.0
2020-11-22,Apple,150,6690.0,74819.0
2020-11-22,Samsung,2,50.0,968.0
2020-11-23,Apple,121,5680.0,59867.0
2020-11-23,HUAWEI,2,90.0,621.0
2020-11-23,Samsung,2,30.0,955.0
2020-11-24,Apple,218,10870.0,109591.0
2020-11-24,HUAWEI,1,30.0,359.0
2020-11-24,Samsung,3,130.0,1554.0
2020-11-25,Apple,186,9480.0,91524.0
2020-11-25,HUAWEI,1,100.0,134.0
2020-11-26,Apple,107,4390.0,53059.0
2020-11-26,Samsung,6,220.0,2903.0
2020-11-27,Apple,71,3780.0,35340.0
2020-11-27,Samsung,3,120.0,1554.0
2020-11-28,Apple,52,2740.0,26365.0
2020-11-28,HUAWEI,1,60.0,399.0
2020-11-28,Samsung,2,120.0,1073.0
2020-11-29,Apple,147,7700.0,75796.0
2020-11-29,Samsung,2,100.0,1036.0
2020-11-30,Apple,237,11460.0,117254.0
2020-11-30,HUAWEI,1,30.0,399.0
2020-11-30,Samsung,2,60.0,968.0
2020-12-01,Apple,105,3540.0,49130.0
2020-12-01,HUAWEI,1,30.0,134.0
2020-12-01,Samsung,1,0.0,555.0
2020-12-02,Apple,109,5150.0,50438.0
2020-12-02,Samsung,4,130.0,2208.0
2020-12-03,Apple,210,8840.0,104264.0
2020-12-03,HUAWEI,2,30.0,268.0
2020-12-03,Samsung,3,30.0,1373.0
2020-12-04,Apple,124,5890.0,61526.0
2020-12-04,Samsung,1,30.0,400.0
2020-12-05,Apple,75,4410.0,36391.0
2020-12-05,Samsung,2,30.0,850.0
2020-12-06,Apple,136,6190.0,65082.0
2020-12-06,Samsung,2,110.0,983.0
2020-12-07,Apple,139,5670.0,68347.0
2020-12-07,Samsung,1,30.0,337.0
2020-12-08,Apple,149,7530.0,72490.0
2020-12-08,Samsung,3,130.0,1355.0
2020-12-09,Apple,161,7640.0,79797.0
2020-12-09,HUAWEI,2,0.0,533.0
2020-12-09,Samsung,3,90.0,1430.0
2020-12-10,Apple,133,6200.0,64013.0
2020-12-10,HUAWEI,1,30.0,359.0
2020-12-10,Samsung,2,90.0,1248.0
2020-12-11,Apple,41,2905.0,20299.0
2020-12-11,Samsung,1,0.0,518.0
2020-12-12,Apple,28,1290.0,13150.0
2020-12-12,Samsung,1,0.0,450.0
2020-12-13,Apple,60,3180.0,26945.0
2020-12-14,Apple,199,9040.0,98223.0
2020-12-14,Samsung,3,140.0,1473.0
2020-12-15,Apple,107,5010.0,51214.0
2020-12-15,Samsung,3,220.0,1205.0
2020-12-16,Apple,75,3560.0,34912.0
2020-12-16,Samsung,3,30.0,1834.0
2020-12-17,Apple,70,3090.0,33206.0
2020-12-17,Samsung,4,220.0,2171.0
2020-12-18,Apple,27,1090.0,11554.0
2020-12-19,Apple,27,1270.0,12450.0
2020-12-19,HUAWEI,1,0.0,134.0
2020-12-20,Apple,35,1780.0,14713.0
2020-12-20,HUAWEI,1,30.0,134.0
2020-12-21,Apple,26,1570.0,10815.0
2020-12-21,Samsung,1,0.0,337.0
2020-12-22,Apple,65,3110.0,28791.0
2020-12-22,Samsung,2,100.0,968.0
2020-12-23,Apple,36,2250.0,14975.0
2020-12-23,HUAWEI,3,30.0,1532.0
2020-12-23,Samsung,3,120.0,1648.0
2020-12-24,Apple,24,1420.0,9502.0
2020-12-24,HUAWEI,1,30.0,180.0
2020-12-24,Samsung,2,90.0,850.0
2020-12-25,Apple,13,430.0,4293.0
2020-12-25,HUAWEI,1,30.0,399.0
2020-12-25,Samsung,2,180.0,787.0
2020-12-26,Apple,10,530.0,3376.0
2020-12-26,Samsung,2,30.0,900.0
2020-12-27,Apple,29,1340.0,9442.0
2020-12-27,Samsung,5,150.0,2833.0
2020-12-28,Apple,136,6770.0,61252.0
2020-12-28,Samsung,2,120.0,1135.0
2020-12-29,Apple,110,5070.0,48770.0
2020-12-29,Samsung,2,200.0,968.0
2020-12-30,Apple,40,2050.0,17614.0
2020-12-30,Samsung,2,30.0,900.0
2020-12-31,Apple,81,4150.0,36517.0
2020-12-31,Samsung,1,100.0,555.0
2021-01-01,Apple,35,1750.0,15372.0
2021-01-01,Samsung,1,100.0,555.0
2021-01-02,Apple,58,2620.0,24060.0
2021-01-02,Samsung,1,100.0,337.0
2021-01-03,1+,1,60.0,375.0
2021-01-03,Apple,17,710.0,7624.0
2021-01-04,Apple,129,6720.0,62667.0
2021-01-04,Samsung,1,90.0,518.0
2021-01-05,1+,1,0.0,375.0
2021-01-05,Apple,65,2770.0,29521.0
2021-01-05,Samsung,3,120.0,1368.0
2021-01-06,Apple,138,8780.0,66042.0
2021-01-06,Samsung,1,60.0,518.0
2021-01-07,Apple,96,4600.0,44659.0
2021-01-07,Samsung,1,50.0,518.0
2021-01-08,Apple,28,1525.0,12277.0
2021-01-08,Samsung,1,30.0,450.0
2021-01-09,Apple,25,1070.0,11250.0
2021-01-09,Samsung,2,30.0,1036.0
2021-01-10,Apple,53,3165.0,22140.0
2021-01-10,HUAWEI,1,30.0,399.0
2021-01-10,Samsung,1,30.0,400.0
2021-01-11,Apple,154,7450.0,76186.0
2021-01-11,Samsung,2,0.0,968.0
2021-01-12,Apple,133,6765.0,67584.0
2021-01-12,Samsung,2,130.0,1036.0
2021-01-13,Apple,97,4910.0,49140.0
2021-01-13,Samsung,1,90.0,518.0
2021-01-14,Apple,104,4680.0,52166.0
2021-01-14,Samsung,2,0.0,968.0
2021-01-15,Apple,49,2230.0,23988.0
2021-01-15,HUAWEI,1,0.0,399.0
2021-01-15,Samsung,12,430.0,5525.0
2021-01-16,Apple,49,2740.0,24783.0
2021-01-16,HUAWEI,1,0.0,399.0
2021-01-16,Samsung,5,130.0,2183.0
2021-01-17,Apple,162,7190.0,81067.0
2021-01-17,Samsung,11,460.0,5383.0
2021-01-18,Apple,106,5420.0,54329.0
2021-01-18,Samsung,8,510.0,3566.0
2021-01-19,Apple,129,5890.0,65232.0
2021-01-19,Samsung,6,390.0,2772.0
2021-01-20,Apple,137,6440.0,70272.0
2021-01-20,Samsung,6,380.0,2852.0
2021-01-21,Apple,103,4050.0,52338.0
2021-01-21,HUAWEI,1,0.0,134.0
2021-01-21,Samsung,11,330.0,5121.0
2021-01-22,Apple,49,2160.0,23509.0
2021-01-22,Samsung,3,60.0,1235.0
2021-01-23,Apple,51,2420.0,24789.0
2021-01-23,Samsung,5,380.0,2412.0
2021-01-24,Apple,46,2290.0,20351.0
2021-01-24,Samsung,13,850.0,5751.0
2021-01-25,Apple,140,6730.0,68433.0
2021-01-25,Samsung,15,770.0,6986.0
2021-01-26,Apple,135,5890.0,67513.0
2021-01-26,HUAWEI,1,0.0,134.0
2021-01-26,Samsung,6,300.0,2718.0
2021-01-27,Apple,74,3260.0,36133.0
2021-01-27,Samsung,6,490.0,2963.0
2021-01-28,Apple,98,4100.0,49072.0
2021-01-28,Samsung,17,780.0,8306.0
2021-01-29,Apple,51,1830.0,25321.0
2021-01-29,Samsung,6,400.0,2862.0
2021-01-30,Apple,35,2070.0,16776.0
2021-01-30,Samsung,7,739.0,3402.0
2021-01-31,Apple,80,3830.0,40523.0
2021-01-31,Samsung,6,180.0,2852.0
2021-02-01,Apple,87,4090.0,43158.0
2021-02-01,HUAWEI,1,0.0,134.0
2021-02-01,Samsung,9,280.0,4367.0
2021-02-02,Apple,78,3050.0,39242.0
2021-02-02,Samsung,12,560.0,5974.0
2021-02-03,Apple,103,4330.0,51084.0
2021-02-03,HUAWEI,1,30.0,359.0
2021-02-03,Samsung,5,220.0,2594.0
2021-02-04,Apple,103,4850.0,51772.0
2021-02-04,HUAWEI,2,90.0,718.0
2021-02-04,Samsung,1,100.0,450.0
2021-02-05,Apple,87,4170.0,41643.0
2021-02-05,HUAWEI,1,0.0,359.0
2021-02-05,Samsung,2,90.0,1074.0
2021-02-06,Apple,71,3060.0,36087.0
2021-02-07,Apple,86,3430.0,43603.0
2021-02-07,Samsung,1,60.0,518.0
2021-02-08,Apple,102,4970.0,49286.0
2021-02-08,Samsung,1,30.0,400.0
2021-02-09,Apple,116,5410.0,58290.0
2021-02-09,Samsung,4,190.0,1954.0
2021-02-10,Apple,138,7060.0,68229.0
2021-02-10,Samsung,12,460.0,5374.0
2021-02-11,Apple,109,4930.0,54038.0
2021-02-11,Samsung,11,480.0,4535.0
2021-02-12,Apple,64,3140.0,30084.0
2021-02-12,Samsung,4,160.0,1704.0
2021-02-13,Apple,56,2140.0,27522.0
2021-02-13,Samsung,12,560.0,5473.0
2021-02-14,Apple,63,2730.0,30528.0
2021-02-14,HUAWEI,1,0.0,359.0
2021-02-14,Samsung,12,240.0,5622.0
2021-02-15,Apple,137,6580.0,66238.0
2021-02-15,Samsung,14,690.0,6100.0
2021-02-16,Apple,136,6780.0,67112.0
2021-02-16,Samsung,16,640.0,7441.0
2021-02-17,Apple,111,4900.0,54589.0
2021-02-17,Samsung,10,280.0,4654.0
2021-02-18,Apple,128,6410.0,64772.0
2021-02-18,Samsung,11,480.0,5545.0
2021-02-19,Apple,61,2910.0,29467.0
2021-02-19,Samsung,8,340.0,3801.0
2021-02-20,Apple,77,4280.0,37957.0
2021-02-20,Samsung,14,540.0,6201.0
2021-02-21,Apple,110,4870.0,55057.0
2021-02-21,Samsung,10,220.0,4740.0
2021-02-22,Apple,109,4960.0,54927.0
2021-02-22,Samsung,7,170.0,3383.0
2021-02-23,Apple,118,6340.0,58433.0
2021-02-23,Samsung,19,940.0,8808.0
2021-02-24,Apple,126,5860.0,62688.0
2021-02-24,HUAWEI,2,60.0,1133.0
2021-02-24,Samsung,13,740.0,6045.0
2021-02-25,Apple,121,6500.0,60299.0
2021-02-25,Samsung,13,680.0,5984.0
2021-02-26,Apple,59,2880.0,28863.0
2021-02-26,Samsung,8,280.0,3720.0
2021-02-27,Apple,70,3900.0,35164.0
2021-02-27,Samsung,5,500.0,2233.0
2021-02-28,Apple,98,4690.0,49809.0
2021-02-28,Samsung,10,650.0,4226.0
2021-03-01,Apple,101,3930.0,51507.0
2021-03-01,Samsung,15,330.0,6820.0
2021-03-02,Apple,110,5150.0,55573.0
2021-03-02,Samsung,12,420.0,5576.0
2021-03-03,Apple,70,3980.0,35023.0
2021-03-03,Samsung,4,250.0,1815.0
2021-03-04,Apple,80,3310.0,40085.0
2021-03-04,Samsung,8,490.0,3480.0
2021-03-05,Apple,36,1360.0,17330.0
2021-03-05,Samsung,5,240.0,2283.0
2021-03-06,Apple,51,2080.0,25503.0
2021-03-06,Samsung,8,310.0,3821.0
2021-03-07,Apple,71,3480.0,35295.0
2021-03-07,Samsung,9,420.0,4170.0
2021-03-08,Apple,87,3560.0,43926.0
2021-03-08,Samsung,8,590.0,3990.0
2021-03-09,Apple,91,4340.0,45816.0
2021-03-09,Samsung,10,310.0,4997.0
2021-03-10,Apple,115,4840.0,57565.0
2021-03-10,HUAWEI,1,30.0,134.0
2021-03-10,Samsung,14,730.0,6574.0
2021-03-11,Apple,72,3070.0,35936.0
2021-03-11,Samsung,8,190.0,3851.0
2021-03-12,Apple,48,2270.0,23998.0
2021-03-12,Samsung,7,430.0,3339.0
2021-03-13,Apple,69,2860.0,35102.0
2021-03-13,Samsung,12,650.0,5154.0
2021-03-14,Apple,105,4910.0,52427.0
2021-03-14,Samsung,14,760.0,7081.0
2021-03-15,Apple,93,4690.0,47359.0
2021-03-15,HUAWEI,2,30.0,268.0
2021-03-15,Samsung,15,750.0,7301.0
2021-03-16,Apple,95,4280.0,49073.0
2021-03-16,HUAWEI,1,0.0,134.0
2021-03-16,Samsung,15,540.0,6983.0
2021-03-17,Apple,70,3500.0,35829.0
2021-03-17,HUAWEI,2,0.0,268.0
2021-03-17,Samsung,14,420.0,6605.0
2021-03-18,Apple,75,3300.0,37679.0
2021-03-18,HUAWEI,3,60.0,402.0
2021-03-18,Samsung,10,340.0,4629.0
2021-03-19,Apple,45,1790.0,23298.0
2021-03-19,HUAWEI,1,0.0,134.0
2021-03-19,Samsung,10,400.0,4678.0
2021-03-20,Apple,54,2660.0,27110.0
2021-03-20,HUAWEI,1,30.0,134.0
2021-03-20,Samsung,4,160.0,2305.0
2021-03-21,Apple,70,2890.0,36069.0
2021-03-21,HUAWEI,2,30.0,268.0
2021-03-21,Samsung,16,880.0,7717.0
2021-03-22,Apple,86,3380.0,42777.0
2021-03-22,HUAWEI,2,0.0,268.0
2021-03-22,Samsung,17,580.0,7908.0
2021-03-23,Apple,96,4180.0,48869.0
2021-03-23,HUAWEI,1,0.0,134.0
2021-03-23,Samsung,11,630.0,5307.0
2021-03-24,Apple,120,5250.0,61418.0
2021-03-24,Samsung,17,730.0,9046.0
2021-03-25,Apple,108,4950.0,54819.0
2021-03-25,HUAWEI,1,30.0,134.0
2021-03-25,Samsung,8,360.0,3890.0
2021-03-26,Apple,53,2140.0,26878.0
2021-03-26,Samsung,7,440.0,3080.0
2021-03-27,Apple,76,3040.0,37932.0
2021-03-27,HUAWEI,1,0.0,134.0
2021-03-27,Samsung,13,540.0,6371.0
2021-03-28,Apple,83,4040.0,41248.0
2021-03-28,HUAWEI,1,30.0,388.0
2021-03-28,Samsung,16,640.0,7036.0
2021-03-29,Apple,84,3270.0,42671.0
2021-03-29,HUAWEI,1,30.0,134.0
2021-03-29,Samsung,12,630.0,5914.0
2021-03-30,Apple,83,4590.0,41969.0
2021-03-30,HUAWEI,3,30.0,402.0
2021-03-30,Samsung,10,410.0,4770.0
2021-03-31,Apple,95,3860.0,48598.0
2021-03-31,Samsung,17,690.0,7970.0
2021-04-01,Apple,84,3730.0,42462.0
2021-04-01,Samsung,10,550.0,4639.0
2021-04-02,Apple,45,1730.0,22533.0
2021-04-02,Samsung,7,280.0,3383.0
2021-04-03,Apple,72,3010.0,36020.0
2021-04-03,HUAWEI,2,120.0,522.0
2021-04-03,Samsung,9,710.0,4319.0
2021-04-04,Apple,87,4060.0,43134.0
2021-04-04,Samsung,5,200.0,2244.0
2021-04-05,Apple,107,5170.0,54588.0
2021-04-05,Samsung,4,220.0,1926.0
2021-04-06,Apple,90,3740.0,46576.0
2021-04-06,HUAWEI,1,0.0,134.0
2021-04-06,Samsung,7,310.0,3331.0
2021-04-07,Apple,62,2940.0,32358.0
2021-04-07,HUAWEI,2,60.0,522.0
2021-04-07,Samsung,9,390.0,4419.0
2021-04-08,Apple,127,5620.0,65305.0
2021-04-08,HUAWEI,1,60.0,134.0
2021-04-08,Samsung,7,470.0,3382.0
2021-04-09,Apple,63,3030.0,29466.0
2021-04-09,Samsung,6,350.0,2812.0
2021-04-10,Apple,101,4020.0,50505.0
2021-04-10,Samsung,11,400.0,5407.0
2021-04-11,Apple,133,6110.0,67457.0
2021-04-11,Samsung,11,270.0,5477.0
2021-04-12,Apple,121,5850.0,62174.0
2021-04-12,Samsung,15,970.0,7483.0
2021-04-13,Apple,133,6380.0,67352.0
2021-04-13,Samsung,10,740.0,4393.0
2021-04-14,Apple,88,4790.0,44219.0
2021-04-14,Samsung,7,160.0,3531.0
2021-04-15,Apple,129,7560.0,65765.0
2021-04-15,HUAWEI,3,160.0,656.0
2021-04-15,Samsung,5,220.0,2294.0
2021-04-16,Apple,20,1219.75,10014.0
2021-04-16,Samsung,1,123.45,469.0
2021-04-17,Apple,31,2057.15,14912.0
2021-04-18,Apple,41,3384.0,20405.0
2021-04-18,Samsung,5,334.75,2495.0
2021-04-19,Apple,57,4601.549999999999,28831.0
2021-04-19,Samsung,6,398.15,2963.0
2021-04-20,Apple,45,3383.4,23268.0
2021-04-20,Samsung,9,601.8000000000001,3836.0
2021-04-21,Apple,63,4392.5,31850.0
2021-04-21,Samsung,6,291.0,2620.0
2021-04-22,Apple,76,5540.299999999999,38444.0
2021-04-22,HUAWEI,1,66.7,134.0
2021-04-22,Samsung,5,467.65,2153.0
2021-04-23,Apple,43,3060.1000000000004,21402.0
2021-04-23,Samsung,9,617.9000000000001,3958.0
2021-04-24,Apple,44,3062.8,21856.0
2021-04-24,Samsung,6,396.65,2733.0
2021-04-25,Apple,68,5228.5,33427.0
2021-04-25,Samsung,5,363.6,2072.0
2021-04-26,Apple,87,6970.699999999999,42758.0
2021-04-26,Samsung,11,803.8,4876.0
2021-04-27,Apple,85,6266.149999999993,43548.0
2021-04-27,Samsung,1,23.45,469.0
2021-04-28,Apple,85,5737.049999999997,43064.0
2021-04-28,Samsung,3,312.85,1457.0
2021-04-29,Apple,71,4738.250000000001,34606.0
2021-04-29,Samsung,8,507.44999999999993,3549.0
2021-04-30,Apple,39,3280.7499999999995,19270.0
2021-04-30,Samsung,3,70.35,1407.0
2021-05-01,Apple,57,4073.95,28280.0
2021-05-01,HUAWEI,1,6.7,134.0
2021-05-01,Samsung,2,166.89999999999998,938.0
2021-05-02,Apple,97,7686.24999999999,47525.0
2021-05-02,Samsung,6,511.45,2229.0
2021-05-03,Apple,77,4657.85,37967.0
2021-05-03,Samsung,6,630.6999999999999,2814.0
2021-05-04,Apple,75,5712.199999999998,35999.0
2021-05-04,Samsung,3,284.8,1296.0
2021-05-05,Apple,91,6570.149999999993,44643.0
2021-05-05,Samsung,5,319.7,2394.0
2021-05-06,Apple,91,6063.2999999999965,45147.0
2021-05-06,HUAWEI,1,66.7,134.0
2021-05-06,Samsung,4,283.8,1876.0
2021-05-07,Apple,44,3632.55,21028.0
2021-05-07,Samsung,6,397.25,2814.0
2021-05-08,Apple,40,2727.85,18981.0
2021-05-08,Samsung,2,162.85000000000002,857.0
2021-05-09,Apple,35,2398.4500000000003,16987.0
2021-05-09,Samsung,2,229.85,797.0
2021-05-10,Apple,27,1675.0500000000004,13263.0
2021-05-10,Samsung,3,213.3,1266.0
2021-05-11,Apple,22,1461.9500000000005,11118.0
2021-05-11,HUAWEI,1,6.7,134.0
2021-05-11,Samsung,1,15.4,308.0
2021-05-12,Apple,9,583.1500000000001,4209.0
2021-05-12,Samsung,1,79.4,388.0
2021-05-13,Apple,6,417.25,2764.0
2021-05-13,Samsung,1,49.4,388.0
2021-05-14,Apple,8,598.5,3970.0
2021-05-14,Samsung,2,109.35,987.0
2021-05-15,Apple,24,1696.5500000000006,11742.0
2021-05-15,Samsung,1,143.45,469.0
2021-05-16,Apple,79,5887.2999999999965,39714.0
2021-05-16,Samsung,5,332.2,2244.0
2021-05-17,Apple,78,5417.199999999997,36939.0
2021-05-17,Samsung,8,473.5,3670.0
2021-05-18,Apple,20,1380.5000000000002,9087.0
2021-05-18,Samsung,1,23.45,469.0
2021-05-19,Apple,112,7696.849999999994,56666.0
2021-05-19,Samsung,5,397.2,2344.0
2021-05-20,Apple,84,6171.7999999999965,40757.0
2021-05-20,Samsung,3,280.35,1407.0
2021-05-21,Apple,35,2225.7000000000003,17194.0
2021-05-21,Samsung,5,307.25,2345.0
2021-05-22,Apple,45,3138.399999999999,22384.0
2021-05-22,Samsung,5,209.25,2254.0
2021-05-23,Apple,145,10410.55,68704.0
2021-05-23,Samsung,9,787.0000000000001,4140.0
2021-05-24,Apple,112,8892.549999999992,54939.0
2021-05-24,Samsung,10,743.25,4265.0
2021-05-25,Apple,100,7150.599999999992,48996.0
2021-05-25,Samsung,11,1010.2000000000002,4604.0
2021-05-26,Apple,99,6843.449999999993,49049.0
2021-05-26,Samsung,4,209.7,1594.0
